+----------------------------------+-----------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                             | Item ID                                                   | Display name                                  | Tags                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Tinkers' Construct               | tconstruct:budding_sky_slime_crystal                      | tconstruct:budding_sky_slime_crystal                      | Budding Skyslime Crystal                      | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, tconstruct:slime_spawn/earth                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Tinkers' Construct               | tconstruct:cast_chest                                     | tconstruct:cast_chest                                     | Cast Chest                                    | minecraft:guarded_by_piglins, minecraft:mineable/pickaxe, minecraft:needs_stone_tool, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Tinkers' Construct               | tconstruct:cave_spider_head                               | tconstruct:cave_spider_head                               | Cave Spider Head                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:cave_spider_wall_head                          | tconstruct:cave_spider_head                               | Cave Spider Head                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:cheese_block                                   | tconstruct:cheese_block                                   | Cheese Block                                  | tconstruct:mineable/mattock, tconstruct:mineable/pickadze, minecraft:mineable/shovel                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Tinkers' Construct               | tconstruct:chiseled_scorched_bricks                       | tconstruct:chiseled_scorched_bricks                       | Chiseled Scorched Bricks                      | tconstruct:scorched_blocks, tconstruct:foundry, tconstruct:foundry_bricks, tconstruct:foundry/floor, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_gold_tool, tconstruct:foundry/wall                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tinkers' Construct               | tconstruct:clear_glass                                    | tconstruct:clear_glass                                    | Clear Glass                                   | minecraft:impermeable, forge:glass/colorless, supplementaries:brick_breakable_recursive, forge:glass/silica, supplementaries:brick_breakable, forge:glass                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tinkers' Construct               | tconstruct:clear_glass_pane                               | tconstruct:clear_glass_pane                               | Clear Glass Pane                              | supplementaries:brick_breakable_recursive, forge:glass_panes/colorless, forge:glass_panes/silica, tconstruct:platform_connections, supplementaries:brick_breakable, forge:glass_panes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:clear_tinted_glass                             | tconstruct:clear_tinted_glass                             | Tinted Clear Glass                            | minecraft:impermeable, forge:glass/tinted, supplementaries:brick_breakable, forge:glass, supplementaries:brick_breakable_recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Tinkers' Construct               | tconstruct:cobalt_block                                   | tconstruct:cobalt_block                                   | Block of Cobalt                               | minecraft:beacon_base_blocks, tconstruct:mineable/pickadze, forge:storage_blocks, minecraft:mineable/pickaxe, minecraft:needs_iron_tool, forge:storage_blocks/cobalt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Tinkers' Construct               | tconstruct:cobalt_ore                                     | tconstruct:cobalt_ore                                     | Nether Cobalt Ore                             | forge:ores/cobalt, minecraft:needs_iron_tool, tconstruct:mineable/pickadze, forge:ore_rates/singular, minecraft:mineable/pickaxe, forge:ores, forge:ores_in_ground/netherrack                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tinkers' Construct               | tconstruct:cobalt_platform                                | tconstruct:cobalt_platform                                | Cobalt Platform                               | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Tinkers' Construct               | tconstruct:copper_platform                                | tconstruct:copper_platform                                | Copper Platform                               | minecraft:mineable/pickaxe, tconstruct:copper_platforms, minecraft:needs_stone_tool, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Tinkers' Construct               | tconstruct:crafting_station                               | tconstruct:crafting_station                               | Crafting Station                              | tconstruct:tables, minecraft:mineable/axe, forge:workbenches, tconstruct:mineable/hand_axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tinkers' Construct               | tconstruct:cyan_clear_stained_glass                       | tconstruct:cyan_clear_stained_glass                       | Clear Cyan Stained Glass                      | forge:glass/silica, minecraft:impermeable, forge:glass, forge:glass/cyan, forge:stained_glass, supplementaries:brick_breakable, supplementaries:brick_breakable_recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tinkers' Construct               | tconstruct:cyan_clear_stained_glass_pane                  | tconstruct:cyan_clear_stained_glass_pane                  | Clear Cyan Stained Glass Pane                 | forge:glass_panes/cyan, forge:glass_panes/silica, forge:stained_glass_panes, tconstruct:platform_connections, supplementaries:brick_breakable, supplementaries:brick_breakable_recursive, forge:glass_panes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tinkers' Construct               | tconstruct:drowned_head                                   | tconstruct:drowned_head                                   | Drowned Head                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:drowned_wall_head                              | tconstruct:drowned_head                                   | Drowned Head                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:earth_cake                                     | tconstruct:earth_cake                                     | Earthslime Cake                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:earth_congealed_slime                          | tconstruct:earth_congealed_slime                          | Congealed Slime Block                         | tconstruct:enderbark/logs_can_grow_through, tconstruct:mineable/pickadze, tconstruct:mineable/mattock, minecraft:enderman_holdable, minecraft:mineable/shovel, tconstruct:congealed_slime, tconstruct:enderbark/roots_can_grow_through                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Tinkers' Construct               | tconstruct:earth_earth_slime_grass                        | tconstruct:earth_earth_slime_grass                        | Earthslime Grass                              | tconstruct:slime_spawn/earth, tconstruct:mineable/mattock, tconstruct:slimy_soil, minecraft:mineable/shovel, tconstruct:slimy_grass/earth, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:slimy_soil/earth, tconstruct:mineable/pickadze, minecraft:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:earth_ender_slime_grass                        | tconstruct:earth_ender_slime_grass                        | Earthslime Grass                              | tconstruct:slime_spawn/earth, tconstruct:mineable/mattock, tconstruct:slimy_soil, minecraft:mineable/shovel, tconstruct:slimy_grass/earth, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool, tconstruct:slimy_soil/ender                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Tinkers' Construct               | tconstruct:earth_enderbark_roots                          | tconstruct:earth_enderbark_roots                          | Slimy Enderbark Roots                         | tconstruct:mineable/mattock, minecraft:mineable/shovel, tconstruct:slimy_soil, minecraft:enderman_holdable, tconstruct:enderbark/roots_can_grow_through, tconstruct:slimy_soil/earth, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool, tconstruct:enderbark/roots, tconstruct:enderbark/logs_can_grow_through                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Tinkers' Construct               | tconstruct:earth_ichor_slime_grass                        | tconstruct:earth_ichor_slime_grass                        | Earthslime Grass                              | tconstruct:slime_spawn/earth, minecraft:mineable/shovel, tconstruct:mineable/mattock, tconstruct:slimy_soil/ichor, minecraft:needs_iron_tool, tconstruct:slimy_grass/earth, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, tconstruct:slimy_soil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Tinkers' Construct               | tconstruct:earth_sky_slime_grass                          | tconstruct:earth_sky_slime_grass                          | Earthslime Grass                              | tconstruct:slime_spawn/earth, tconstruct:mineable/mattock, tconstruct:slimy_soil, minecraft:mineable/shovel, tconstruct:slimy_grass/earth, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_stone_tool, tconstruct:slimy_soil/sky                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Tinkers' Construct               | tconstruct:earth_slime_crystal_block                      | tconstruct:earth_slime_crystal_block                      | Earthslime Crystal Block                      | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, tconstruct:slime_spawn/sky                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Tinkers' Construct               | tconstruct:earth_slime_crystal_cluster                    | tconstruct:earth_slime_crystal_cluster                    | Earthslime Crystal Cluster                    | tconstruct:mineable/pickadze, minecraft:mineable/pickaxe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Tinkers' Construct               | tconstruct:earth_slime_dirt                               | tconstruct:earth_slime_dirt                               | Earthslime Dirt                               | tconstruct:slimy_soil/earth, tconstruct:slimy_soil, tconstruct:mineable/pickadze, tconstruct:mineable/mattock, minecraft:enderman_holdable, minecraft:mineable/shovel, minecraft:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Tinkers' Construct               | tconstruct:earth_slime_fern                               | tconstruct:earth_slime_fern                               | Slimy Fern                                    | forge:mineable/shears, tconstruct:mineable/scythe, minecraft:mineable/axe, minecraft:replaceable_plants, tconstruct:mineable/hand_axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:earth_slime_fluid                              |                                                           | Slime                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:earth_slime_leaves                             | tconstruct:earth_slime_leaves                             | Slimy Leaves                                  | tconstruct:enderbark/logs_can_grow_through, tconstruct:mineable/hand_axe, tconstruct:slimy_leaves, minecraft:leaves, tconstruct:mineable/dagger, minecraft:completes_find_tree_tutorial, minecraft:parrots_spawnable_on, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/scythe, forge:mineable/shears, supplementaries:map_tint_generic, supplementaries:hang_from_ropes, minecraft:mineable/hoe, forge:mineable/sword                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:earth_slime_sapling                            | tconstruct:earth_slime_sapling                            | Greenheart Sapling                            | tconstruct:mineable/scythe, minecraft:mineable/axe, tconstruct:slimy_saplings, minecraft:saplings, forge:mineable/shears, tconstruct:enderbark/roots_can_grow_through, tconstruct:mineable/hand_axe, forge:mineable/sword, tconstruct:enderbark/logs_can_grow_through, tconstruct:mineable/dagger                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Tinkers' Construct               | tconstruct:earth_slime_tall_grass                         | tconstruct:earth_slime_tall_grass                         | Tall Slimy Grass                              | forge:mineable/shears, tconstruct:mineable/scythe, minecraft:mineable/axe, minecraft:replaceable_plants, tconstruct:mineable/hand_axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:earth_vanilla_slime_grass                      | tconstruct:earth_vanilla_slime_grass                      | Earthslime Grass                              | tconstruct:slime_spawn/earth, tconstruct:slimy_soil/vanilla, tconstruct:mineable/mattock, tconstruct:slimy_soil, minecraft:mineable/shovel, tconstruct:slimy_grass/earth, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Tinkers' Construct               | tconstruct:ender_cake                                     | tconstruct:ender_cake                                     | Enderslime Cake                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tinkers' Construct               | tconstruct:ender_congealed_slime                          | tconstruct:ender_congealed_slime                          | Congealed Enderslime Block                    | tconstruct:enderbark/logs_can_grow_through, tconstruct:mineable/pickadze, tconstruct:mineable/mattock, minecraft:enderman_holdable, minecraft:mineable/shovel, tconstruct:congealed_slime, tconstruct:enderbark/roots_can_grow_through                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Tinkers' Construct               | tconstruct:ender_earth_slime_grass                        | tconstruct:ender_earth_slime_grass                        | Enderslime Grass                              | tconstruct:mineable/mattock, minecraft:mineable/shovel, tconstruct:slimy_soil, tconstruct:slime_spawn/ender, tconstruct:slimy_grass/ender, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:slimy_soil/earth, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Tinkers' Construct               | tconstruct:ender_ender_slime_grass                        | tconstruct:ender_ender_slime_grass                        | Enderslime Grass                              | tconstruct:slimy_soil/ender, tconstruct:mineable/mattock, minecraft:mineable/shovel, tconstruct:slimy_soil, tconstruct:slime_spawn/ender, tconstruct:slimy_grass/ender, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Tinkers' Construct               | tconstruct:ender_enderbark_roots                          | tconstruct:ender_enderbark_roots                          | Slimy Enderbark Roots                         | tconstruct:slimy_soil/ender, tconstruct:mineable/mattock, minecraft:mineable/shovel, tconstruct:slimy_soil, minecraft:enderman_holdable, tconstruct:enderbark/roots_can_grow_through, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool, tconstruct:enderbark/roots, tconstruct:enderbark/logs_can_grow_through                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Tinkers' Construct               | tconstruct:ender_ichor_slime_grass                        | tconstruct:ender_ichor_slime_grass                        | Enderslime Grass                              | tconstruct:mineable/mattock, tconstruct:slimy_soil/ichor, minecraft:mineable/shovel, tconstruct:slimy_soil, tconstruct:slime_spawn/ender, tconstruct:slimy_grass/ender, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Tinkers' Construct               | tconstruct:ender_sky_slime_grass                          | tconstruct:ender_sky_slime_grass                          | Enderslime Grass                              | tconstruct:mineable/mattock, minecraft:mineable/shovel, tconstruct:slimy_soil, tconstruct:slime_spawn/ender, tconstruct:slimy_grass/ender, minecraft:enderman_holdable, tconstruct:slimy_grass, tconstruct:mineable/pickadze, minecraft:needs_diamond_tool, tconstruct:slimy_soil/sky                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Tinkers' Construct               | tconstruct:ender_slime                                    | tconstruct:ender_slime                                    | Enderslime Block                              | tconstruct:slime_block                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Tinkers' Construct               | tconstruct:ender_slime_crystal_block                      | tconstruct:ender_slime_crystal_block                      | Enderslime Crystal Block                      | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, tconstruct:slime_spawn/ender                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Tinkers' Construct               | tconstruct:ender_slime_crystal_cluster                    | tconstruct:ender_slime_crystal_cluster                    | Enderslime Crystal Cluster                    | tconstruct:mineable/pickadze, minecraft:mineable/pickaxe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Tinkers' Construct               | tconstruct:ender_slime_dirt                               | tconstruct:ender_slime_dirt                               | Enderslime Dirt                               | tconstruct:slimy_soil, minecraft:mineable/shovel, tconstruct:slimy_soil/ender, tconstruct:mineable/pickadze, tconstruct:mineable/mattock, minecraft:enderman_holdable, minecraft:needs_diamond_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
