"Registry name","Map color (hex)","Map color (int)"
"minecraft:smoker","#707070","7368816"
"minecraft:smooth_basalt","#191919","1644825"
"minecraft:smooth_quartz","#FFFCF5","16776437"
"minecraft:smooth_quartz_slab","#FFFCF5","16776437"
"minecraft:smooth_quartz_stairs","#FFFCF5","16776437"
"minecraft:smooth_red_sandstone","#D87F33","14188339"
"minecraft:smooth_red_sandstone_slab","#D87F33","14188339"
"minecraft:smooth_red_sandstone_stairs","#D87F33","14188339"
"minecraft:smooth_sandstone","#F7E9A3","16247203"
"minecraft:smooth_sandstone_slab","#F7E9A3","16247203"
"minecraft:smooth_sandstone_stairs","#F7E9A3","16247203"
"minecraft:smooth_stone","#707070","7368816"
"minecraft:smooth_stone_slab","#707070","7368816"
"minecraft:snow","#FFFFFF","16777215"
"minecraft:snow_block","#FFFFFF","16777215"
"minecraft:soul_campfire","#815631","8476209"
"minecraft:soul_fire","#6699D8","6724056"
"minecraft:soul_lantern","#A7A7A7","10987431"
"minecraft:soul_sand","#664C33","6704179"
"minecraft:soul_soil","#664C33","6704179"
"minecraft:soul_torch","#000000","0"
"minecraft:soul_wall_torch","#000000","0"
"minecraft:spawner","#707070","7368816"
"minecraft:sponge","#E5E533","15066419"
"minecraft:spore_blossom","#007C00","31744"
"minecraft:spruce_button","#000000","0"
"minecraft:spruce_door","#815631","8476209"
"minecraft:spruce_fence","#815631","8476209"
"minecraft:spruce_fence_gate","#815631","8476209"
"minecraft:spruce_leaves","#007C00","31744"
"minecraft:spruce_log","#815631","8476209"
"minecraft:spruce_planks","#815631","8476209"
"minecraft:spruce_pressure_plate","#815631","8476209"
"minecraft:spruce_sapling","#007C00","31744"
"minecraft:spruce_sign","#815631","8476209"
"minecraft:spruce_slab","#815631","8476209"
"minecraft:spruce_stairs","#815631","8476209"
"minecraft:spruce_trapdoor","#815631","8476209"
"minecraft:spruce_wall_sign","#815631","8476209"
"minecraft:spruce_wood","#815631","8476209"
"minecraft:sticky_piston","#707070","7368816"
"minecraft:stone","#707070","7368816"
"minecraft:stone_brick_slab","#707070","7368816"
"minecraft:stone_brick_stairs","#707070","7368816"
"minecraft:stone_brick_wall","#707070","7368816"
"minecraft:stone_bricks","#707070","7368816"
"minecraft:stone_button","#000000","0"
"minecraft:stone_pressure_plate","#707070","7368816"
"minecraft:stone_slab","#707070","7368816"
"minecraft:stone_stairs","#707070","7368816"
"minecraft:stonecutter","#707070","7368816"
"minecraft:stripped_acacia_log","#D87F33","14188339"
"minecraft:stripped_acacia_wood","#D87F33","14188339"
"minecraft:stripped_birch_log","#F7E9A3","16247203"
"minecraft:stripped_birch_wood","#F7E9A3","16247203"
"minecraft:stripped_crimson_hyphae","#5C191D","6035741"
"minecraft:stripped_crimson_stem","#943F61","9715553"
"minecraft:stripped_dark_oak_log","#664C33","6704179"
"minecraft:stripped_dark_oak_wood","#664C33","6704179"
"minecraft:stripped_jungle_log","#976D4D","9923917"
"minecraft:stripped_jungle_wood","#976D4D","9923917"
"minecraft:stripped_mangrove_log","#993333","10040115"
"minecraft:stripped_mangrove_wood","#993333","10040115"
"minecraft:stripped_oak_log","#8F7748","9402184"
"minecraft:stripped_oak_wood","#8F7748","9402184"
"minecraft:stripped_spruce_log","#815631","8476209"
"minecraft:stripped_spruce_wood","#815631","8476209"
"minecraft:stripped_warped_hyphae","#562C3E","5647422"
"minecraft:stripped_warped_stem","#3A8E8C","3837580"
"minecraft:structure_block","#999999","10066329"
"minecraft:structure_void","#000000","0"
"minecraft:sugar_cane","#007C00","31744"
"minecraft:sunflower","#007C00","31744"
"minecraft:sweet_berry_bush","#007C00","31744"
"minecraft:tall_grass","#007C00","31744"
"minecraft:tall_seagrass","#4040FF","4210943"
"minecraft:target","#FFFCF5","16776437"
"minecraft:terracotta","#D87F33","14188339"
"minecraft:tinted_glass","#4C4C4C","5000268"
"minecraft:tnt","#FF0000","16711680"
"minecraft:torch","#000000","0"
"minecraft:trapped_chest","#8F7748","9402184"
"minecraft:tripwire","#000000","0"
"minecraft:tripwire_hook","#000000","0"
"minecraft:tube_coral","#334CB2","3361970"
"minecraft:tube_coral_block","#334CB2","3361970"
"minecraft:tube_coral_fan","#334CB2","3361970"
"minecraft:tube_coral_wall_fan","#334CB2","3361970"
"minecraft:tuff","#392923","3746083"
"minecraft:turtle_egg","#F7E9A3","16247203"
"minecraft:twisting_vines","#4C7F99","5013401"
"minecraft:twisting_vines_plant","#4C7F99","5013401"
"minecraft:verdant_froglight","#7FA796","8365974"
"minecraft:vine","#007C00","31744"
"minecraft:void_air","#000000","0"
"minecraft:wall_torch","#000000","0"
"minecraft:warped_button","#000000","0"
"minecraft:warped_door","#3A8E8C","3837580"
"minecraft:warped_fence","#3A8E8C","3837580"
"minecraft:warped_fence_gate","#3A8E8C","3837580"
"minecraft:warped_fungus","#4C7F99","5013401"
"minecraft:warped_hyphae","#562C3E","5647422"
"minecraft:warped_nylium","#167E86","1474182"
"minecraft:warped_planks","#3A8E8C","3837580"
"minecraft:warped_pressure_plate","#3A8E8C","3837580"
"minecraft:warped_roots","#4C7F99","5013401"
"minecraft:warped_sign","#3A8E8C","3837580"
"minecraft:warped_slab","#3A8E8C","3837580"
"minecraft:warped_stairs","#3A8E8C","3837580"
"minecraft:warped_stem","#3A8E8C","3837580"
"minecraft:warped_trapdoor","#3A8E8C","3837580"
"minecraft:warped_wall_sign","#3A8E8C","3837580"
"minecraft:warped_wart_block","#14B485","1356933"
"minecraft:water","#4040FF","4210943"
"minecraft:water_cauldron","#707070","7368816"
"minecraft:waxed_copper_block","#D87F33","14188339"
"minecraft:waxed_cut_copper","#D87F33","14188339"
"minecraft:waxed_cut_copper_slab","#D87F33","14188339"
"minecraft:waxed_cut_copper_stairs","#D87F33","14188339"
"minecraft:waxed_exposed_copper","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper_slab","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper_stairs","#876B62","8874850"
"minecraft:waxed_oxidized_copper","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper_slab","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper_stairs","#167E86","1474182"
"minecraft:waxed_weathered_copper","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper_slab","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper_stairs","#3A8E8C","3837580"
"minecraft:weathered_copper","#3A8E8C","3837580"
"minecraft:weathered_cut_copper","#3A8E8C","3837580"
"minecraft:weathered_cut_copper_slab","#3A8E8C","3837580"
"minecraft:weathered_cut_copper_stairs","#3A8E8C","3837580"
"minecraft:weeping_vines","#700200","7340544"
"minecraft:weeping_vines_plant","#700200","7340544"
"minecraft:wet_sponge","#E5E533","15066419"
"minecraft:wheat","#007C00","31744"
"minecraft:white_banner","#8F7748","9402184"
"minecraft:white_bed","#FFFFFF","16777215"
"minecraft:white_candle","#C7C7C7","13092807"
"minecraft:white_candle_cake","#000000","0"
"minecraft:white_carpet","#FFFFFF","16777215"
"minecraft:white_concrete","#FFFFFF","16777215"
"minecraft:white_concrete_powder","#FFFFFF","16777215"
"minecraft:white_glazed_terracotta","#FFFFFF","16777215"
"minecraft:white_shulker_box","#FFFFFF","16777215"
"minecraft:white_stained_glass","#FFFFFF","16777215"
"minecraft:white_stained_glass_pane","#000000","0"
"minecraft:white_terracotta","#D1B1A1","13742497"
"minecraft:white_tulip","#007C00","31744"
"minecraft:white_wall_banner","#8F7748","9402184"
"minecraft:white_wool","#FFFFFF","16777215"
"minecraft:wither_rose","#007C00","31744"
"minecraft:wither_skeleton_skull","#000000","0"
"minecraft:wither_skeleton_wall_skull","#000000","0"
"minecraft:yellow_banner","#8F7748","9402184"
"minecraft:yellow_bed","#E5E533","15066419"
"minecraft:yellow_candle","#E5E533","15066419"
"minecraft:yellow_candle_cake","#000000","0"
"minecraft:yellow_carpet","#E5E533","15066419"
"minecraft:yellow_concrete","#E5E533","15066419"
"minecraft:yellow_concrete_powder","#E5E533","15066419"
"minecraft:yellow_glazed_terracotta","#E5E533","15066419"
"minecraft:yellow_shulker_box","#E5E533","15066419"
"minecraft:yellow_stained_glass","#E5E533","15066419"
"minecraft:yellow_stained_glass_pane","#000000","0"
"minecraft:yellow_terracotta","#BA8524","12223780"
"minecraft:yellow_wall_banner","#8F7748","9402184"
"minecraft:yellow_wool","#E5E533","15066419"
"minecraft:zombie_head","#000000","0"
"minecraft:zombie_wall_head","#000000","0"
"mowziesmobs:clawed_log","#976D4D","9923917"
"mowziesmobs:gong","#FAEE4D","16445005"
"mowziesmobs:gong_part","#FAEE4D","16445005"
"mowziesmobs:painted_acacia","#D87F33","14188339"
"mowziesmobs:painted_acacia_slab","#D87F33","14188339"
"mowziesmobs:raked_sand","#F7E9A3","16247203"
"mowziesmobs:red_raked_sand","#D87F33","14188339"
"mowziesmobs:thatch_block","#E5E533","15066419"
"oceansdelight:guardian_soup","#A7A7A7","10987431"
"pots_and_mimics:decorative_end_pot","#976D4D","9923917"
"pots_and_mimics:decorative_nether_pot","#976D4D","9923917"
"pots_and_mimics:decorative_pot","#976D4D","9923917"
"pots_and_mimics:end_treasure_pot","#976D4D","9923917"
"pots_and_mimics:nether_treasure_pot","#976D4D","9923917"
"pots_and_mimics:treasure_pot","#976D4D","9923917"
"prettypipes:crafting_terminal","#707070","7368816"
"prettypipes:item_terminal","#707070","7368816"
"prettypipes:pipe","#707070","7368816"
"prettypipes:pressurizer","#707070","7368816"
"puddles:puddle","#4040FF","4210943"
"quark:acacia_bookshelf","#8F7748","9402184"
"quark:acacia_chest","#8F7748","9402184"
"quark:acacia_hedge","#D87F33","14188339"
"quark:acacia_ladder","#000000","0"
"quark:acacia_leaf_carpet","#007C00","31744"
"quark:acacia_post","#D87F33","14188339"
"quark:acacia_trapped_chest","#8F7748","9402184"
"quark:acacia_vertical_slab","#D87F33","14188339"
"quark:ancient_bookshelf","#8F7748","9402184"
"quark:ancient_button","#000000","0"
"quark:ancient_chest","#8F7748","9402184"
"quark:ancient_door","#D1B1A1","13742497"
"quark:ancient_fence","#D1B1A1","13742497"
"quark:ancient_fence_gate","#D1B1A1","13742497"
"quark:ancient_hedge","#D1B1A1","13742497"
"quark:ancient_ladder","#000000","0"
"quark:ancient_leaf_carpet","#007C00","31744"
"quark:ancient_leaves","#007C00","31744"
"quark:ancient_log","#D1B1A1","13742497"
"quark:ancient_planks","#D1B1A1","13742497"
"quark:ancient_planks_slab","#D1B1A1","13742497"
"quark:ancient_planks_stairs","#D1B1A1","13742497"
"quark:ancient_planks_vertical_slab","#D1B1A1","13742497"
"quark:ancient_post","#D1B1A1","13742497"
"quark:ancient_pressure_plate","#D1B1A1","13742497"
"quark:ancient_sapling","#007C00","31744"
"quark:ancient_sign","#D1B1A1","13742497"
"quark:ancient_trapdoor","#D1B1A1","13742497"
"quark:ancient_trapped_chest","#8F7748","9402184"
"quark:ancient_wall_sign","#D1B1A1","13742497"
"quark:ancient_wood","#D1B1A1","13742497"
"quark:andesite_bricks","#707070","7368816"
"quark:andesite_bricks_slab","#707070","7368816"
"quark:andesite_bricks_stairs","#707070","7368816"
"quark:andesite_bricks_vertical_slab","#707070","7368816"
"quark:andesite_bricks_wall","#707070","7368816"
"quark:andesite_pillar","#707070","7368816"
"quark:andesite_vertical_slab","#707070","7368816"
"quark:apple_crate","#993333","10040115"
"quark:azalea_bookshelf","#8F7748","9402184"
"quark:azalea_button","#000000","0"
"quark:azalea_chest","#8F7748","9402184"
"quark:azalea_door","#7FCC19","8375321"
"quark:azalea_fence","#7FCC19","8375321"
"quark:azalea_fence_gate","#7FCC19","8375321"
"quark:azalea_hedge","#8F7748","9402184"
"quark:azalea_ladder","#000000","0"
"quark:azalea_leaf_carpet","#007C00","31744"
"quark:azalea_log","#7FCC19","8375321"
"quark:azalea_planks","#7FCC19","8375321"
"quark:azalea_planks_slab","#7FCC19","8375321"
"quark:azalea_planks_stairs","#7FCC19","8375321"
"quark:azalea_planks_vertical_slab","#7FCC19","8375321"
"quark:azalea_post","#7FCC19","8375321"
"quark:azalea_pressure_plate","#7FCC19","8375321"
"quark:azalea_sign","#7FCC19","8375321"
"quark:azalea_trapdoor","#7FCC19","8375321"
"quark:azalea_trapped_chest","#8F7748","9402184"
"quark:azalea_wall_sign","#7FCC19","8375321"
"quark:azalea_wood","#664C33","6704179"
"quark:bamboo_block","#667F33","6717235"
"quark:bamboo_bookshelf","#8F7748","9402184"
"quark:bamboo_button","#000000","0"
"quark:bamboo_chest","#8F7748","9402184"
"quark:bamboo_door","#E5E533","15066419"
"quark:bamboo_fence","#E5E533","15066419"
"quark:bamboo_fence_gate","#E5E533","15066419"
"quark:bamboo_ladder","#000000","0"
"quark:bamboo_mat","#E5E533","15066419"
"quark:bamboo_mat_carpet","#E5E533","15066419"
"quark:bamboo_mosaic","#E5E533","15066419"
"quark:bamboo_planks","#E5E533","15066419"
"quark:bamboo_planks_slab","#E5E533","15066419"
"quark:bamboo_planks_stairs","#E5E533","15066419"
"quark:bamboo_planks_vertical_slab","#E5E533","15066419"
"quark:bamboo_post","#E5E533","15066419"
"quark:bamboo_pressure_plate","#E5E533","15066419"
"quark:bamboo_sign","#E5E533","15066419"
"quark:bamboo_trapdoor","#E5E533","15066419"
"quark:bamboo_trapped_chest","#8F7748","9402184"
"quark:bamboo_wall_sign","#E5E533","15066419"
"quark:beetroot_crate","#993333","10040115"
"quark:berry_sack","#993333","10040115"
"quark:birch_bookshelf","#8F7748","9402184"
"quark:birch_chest","#8F7748","9402184"
"quark:birch_hedge","#F7E9A3","16247203"
"quark:birch_ladder","#000000","0"
"quark:birch_leaf_carpet","#007C00","31744"
"quark:birch_post","#F7E9A3","16247203"
"quark:birch_trapped_chest","#8F7748","9402184"
"quark:birch_vertical_slab","#F7E9A3","16247203"
"quark:black_corundum","#191919","1644825"
"quark:black_corundum_cluster","#191919","1644825"
"quark:black_corundum_pane","#191919","1644825"
"quark:black_crystal_lamp","#191919","1644825"
"quark:black_framed_glass","#000000","0"
"quark:black_framed_glass_pane","#000000","0"
"quark:black_shingles","#251610","2430480"
"quark:black_shingles_slab","#251610","2430480"
"quark:black_shingles_stairs","#251610","2430480"
"quark:black_shingles_vertical_slab","#251610","2430480"
"quark:black_stool","#191919","1644825"
"quark:blackstone_bricks","#191919","1644825"
"quark:blackstone_bricks_slab","#191919","1644825"
"quark:blackstone_bricks_stairs","#191919","1644825"
"quark:blackstone_bricks_vertical_slab","#191919","1644825"
"quark:blackstone_bricks_wall","#191919","1644825"
"quark:blackstone_furnace","#191919","1644825"
"quark:blackstone_vertical_slab","#191919","1644825"
"quark:blaze_lantern","#E5E533","15066419"
"quark:blossom_bookshelf","#8F7748","9402184"
"quark:blossom_button","#000000","0"
"quark:blossom_chest","#8F7748","9402184"
"quark:blossom_door","#993333","10040115"
"quark:blossom_fence","#993333","10040115"
"quark:blossom_fence_gate","#993333","10040115"
"quark:blossom_ladder","#000000","0"
"quark:blossom_log","#993333","10040115"
"quark:blossom_planks","#993333","10040115"
"quark:blossom_planks_slab","#993333","10040115"
"quark:blossom_planks_stairs","#993333","10040115"
"quark:blossom_planks_vertical_slab","#993333","10040115"
"quark:blossom_post","#993333","10040115"
"quark:blossom_pressure_plate","#993333","10040115"
"quark:blossom_sign","#993333","10040115"
"quark:blossom_trapdoor","#993333","10040115"
"quark:blossom_trapped_chest","#8F7748","9402184"
"quark:blossom_wall_sign","#993333","10040115"
"quark:blossom_wood","#664C33","6704179"
"quark:blue_blossom_hedge","#993333","10040115"
"quark:blue_blossom_leaf_carpet","#6699D8","6724056"
"quark:blue_blossom_leaves","#6699D8","6724056"
"quark:blue_blossom_sapling","#007C00","31744"
"quark:blue_corundum","#6699D8","6724056"
"quark:blue_corundum_cluster","#6699D8","6724056"
"quark:blue_corundum_pane","#6699D8","6724056"
"quark:blue_crystal_lamp","#6699D8","6724056"
"quark:blue_framed_glass","#000000","0"
"quark:blue_framed_glass_pane","#000000","0"
"quark:blue_nether_bricks","#700200","7340544"
"quark:blue_nether_bricks_slab","#700200","7340544"
"quark:blue_nether_bricks_stairs","#700200","7340544"
"quark:blue_nether_bricks_vertical_slab","#700200","7340544"
"quark:blue_nether_bricks_wall","#700200","7340544"
"quark:blue_shingles","#4C3E5C","4996700"
"quark:blue_shingles_slab","#4C3E5C","4996700"
"quark:blue_shingles_stairs","#4C3E5C","4996700"
"quark:blue_shingles_vertical_slab","#4C3E5C","4996700"
"quark:blue_stool","#334CB2","3361970"
"quark:bonded_leather","#D87F33","14188339"
"quark:bonded_rabbit_hide","#FFFFFF","16777215"
"quark:bonded_ravager_hide","#191919","1644825"
"quark:brick_vertical_slab","#993333","10040115"
"quark:brown_framed_glass","#000000","0"
"quark:brown_framed_glass_pane","#000000","0"
"quark:brown_shingles","#4C3223","4993571"
"quark:brown_shingles_slab","#4C3223","4993571"
"quark:brown_shingles_stairs","#4C3223","4993571"
"quark:brown_shingles_vertical_slab","#4C3223","4993571"
"quark:brown_stool","#664C33","6704179"
"quark:cactus_block","#667F33","6717235"
"quark:calcite_bricks","#D1B1A1","13742497"
"quark:calcite_bricks_slab","#D1B1A1","13742497"
"quark:calcite_bricks_stairs","#D1B1A1","13742497"
"quark:calcite_bricks_vertical_slab","#D1B1A1","13742497"
"quark:calcite_bricks_wall","#D1B1A1","13742497"
"quark:calcite_pillar","#D1B1A1","13742497"
"quark:calcite_slab","#D1B1A1","13742497"
"quark:calcite_stairs","#D1B1A1","13742497"
"quark:calcite_vertical_slab","#D1B1A1","13742497"
"quark:calcite_wall","#D1B1A1","13742497"
"quark:carrot_crate","#9F5224","10441252"
"quark:carved_mud_bricks","#876B62","8874850"
"quark:charcoal_block","#191919","1644825"
"quark:chiseled_andesite_bricks","#707070","7368816"
"quark:chiseled_calcite_bricks","#D1B1A1","13742497"
"quark:chiseled_diorite_bricks","#FFFCF5","16776437"
"quark:chiseled_dripstone_bricks","#4C3223","4993571"
"quark:chiseled_granite_bricks","#976D4D","9923917"
"quark:chiseled_jasper_bricks","#8E3C2E","9321518"
"quark:chiseled_limestone_bricks","#707070","7368816"
"quark:chiseled_myalite_bricks","#7F3FB2","8339378"
"quark:chiseled_shale_bricks","#A0A0FF","10526975"
"quark:chiseled_soul_sandstone","#664C33","6704179"
"quark:chiseled_tuff_bricks","#392923","3746083"
"quark:chorus_fruit_block","#7F3FB2","8339378"
"quark:chorus_twist","#007C00","31744"
"quark:chorus_weeds","#007C00","31744"
"quark:chute","#8F7748","9402184"
"quark:cloud","#A4A8B8","10791096"
"quark:cobbled_deepslate_vertical_slab","#646464","6579300"
"quark:cobblestone_bricks","#707070","7368816"
"quark:cobblestone_bricks_slab","#707070","7368816"
"quark:cobblestone_bricks_stairs","#707070","7368816"
"quark:cobblestone_bricks_vertical_slab","#707070","7368816"
"quark:cobblestone_bricks_wall","#707070","7368816"
"quark:cobblestone_vertical_slab","#707070","7368816"
"quark:cocoa_beans_sack","#664C33","6704179"
"quark:crate","#8F7748","9402184"
"quark:crimson_bookshelf","#8F7748","9402184"
"quark:crimson_chest","#8F7748","9402184"
"quark:crimson_ladder","#000000","0"
"quark:crimson_post","#943F61","9715553"
"quark:crimson_trapped_chest","#8F7748","9402184"
"quark:crimson_vertical_slab","#943F61","9715553"
"quark:cut_copper_vertical_slab","#D87F33","14188339"
"quark:cut_red_sandstone_vertical_slab","#D87F33","14188339"
"quark:cut_sandstone_vertical_slab","#F7E9A3","16247203"
"quark:cut_soul_sandstone","#664C33","6704179"
"quark:cut_soul_sandstone_slab","#664C33","6704179"
"quark:cut_soul_sandstone_vertical_slab","#664C33","6704179"
"quark:cut_vine","#007C00","31744"
"quark:cyan_framed_glass","#000000","0"
"quark:cyan_framed_glass_pane","#000000","0"
"quark:cyan_shingles","#575C5C","5725276"
"quark:cyan_shingles_slab","#575C5C","5725276"
"quark:cyan_shingles_stairs","#575C5C","5725276"
"quark:cyan_shingles_vertical_slab","#575C5C","5725276"
"quark:cyan_stool","#4C7F99","5013401"
"quark:dark_oak_bookshelf","#8F7748","9402184"
"quark:dark_oak_chest","#8F7748","9402184"
"quark:dark_oak_hedge","#664C33","6704179"
"quark:dark_oak_ladder","#000000","0"
"quark:dark_oak_leaf_carpet","#007C00","31744"
"quark:dark_oak_post","#664C33","6704179"
"quark:dark_oak_trapped_chest","#8F7748","9402184"
"quark:dark_oak_vertical_slab","#664C33","6704179"
"quark:dark_prismarine_vertical_slab","#5CDBD5","6085589"
"quark:deepslate_brick_vertical_slab","#646464","6579300"
"quark:deepslate_furnace","#646464","6579300"
"quark:deepslate_tile_vertical_slab","#646464","6579300"
"quark:diorite_bricks","#FFFCF5","16776437"
"quark:diorite_bricks_slab","#FFFCF5","16776437"
"quark:diorite_bricks_stairs","#FFFCF5","16776437"
"quark:diorite_bricks_vertical_slab","#FFFCF5","16776437"
"quark:diorite_bricks_wall","#FFFCF5","16776437"
"quark:diorite_pillar","#FFFCF5","16776437"
"quark:diorite_vertical_slab","#FFFCF5","16776437"
"quark:dirt_bricks","#976D4D","9923917"
"quark:dirt_bricks_slab","#976D4D","9923917"
"quark:dirt_bricks_stairs","#976D4D","9923917"
"quark:dirt_bricks_vertical_slab","#976D4D","9923917"
"quark:dirt_bricks_wall","#976D4D","9923917"
"quark:dirty_glass","#664C33","6704179"
"quark:dirty_glass_pane","#664C33","6704179"
"quark:dripstone_block_slab","#4C3223","4993571"
"quark:dripstone_block_stairs","#4C3223","4993571"
"quark:dripstone_block_vertical_slab","#4C3223","4993571"
"quark:dripstone_block_wall","#4C3223","4993571"
"quark:dripstone_bricks","#4C3223","4993571"
"quark:dripstone_bricks_slab","#4C3223","4993571"
"quark:dripstone_bricks_stairs","#4C3223","4993571"
"quark:dripstone_bricks_vertical_slab","#4C3223","4993571"
"quark:dripstone_bricks_wall","#4C3223","4993571"
"quark:dripstone_pillar","#4C3223","4993571"
"quark:duskbound_block","#B24CD8","11685080"
"quark:duskbound_block_slab","#B24CD8","11685080"
"quark:duskbound_block_stairs","#B24CD8","11685080"
"quark:duskbound_block_vertical_slab","#B24CD8","11685080"
"quark:duskbound_lantern","#B24CD8","11685080"
"quark:dusky_myalite","#7A4958","8014168"
"quark:encased_pipe","#000000","0"
"quark:end_stone_brick_vertical_slab","#F7E9A3","16247203"
"quark:ender_watcher","#667F33","6717235"
"quark:exposed_cut_copper_vertical_slab","#876B62","8874850"
"quark:feeding_trough","#8F7748","9402184"
"quark:flowering_azalea_hedge","#8F7748","9402184"
"quark:flowering_azalea_leaf_carpet","#007C00","31744"
"quark:framed_glass","#000000","0"
"quark:framed_glass_pane","#000000","0"
"quark:glow_lichen_growth","#7FA796","8365974"
"quark:glow_shroom","#993333","10040115"
"quark:glow_shroom_block","#993333","10040115"
"quark:glow_shroom_ring","#999999","10066329"
"quark:glow_shroom_stem","#993333","10040115"
"quark:glowberry_sack","#E5E533","15066419"
"quark:gold_bars","#000000","0"
"quark:gold_button","#000000","0"
"quark:golden_apple_crate","#FAEE4D","16445005"
"quark:golden_carrot_crate","#FAEE4D","16445005"
"quark:granite_bricks","#976D4D","9923917"
"quark:granite_bricks_slab","#976D4D","9923917"
"quark:granite_bricks_stairs","#976D4D","9923917"
"quark:granite_bricks_vertical_slab","#976D4D","9923917"
"quark:granite_bricks_wall","#976D4D","9923917"
"quark:granite_pillar","#976D4D","9923917"
"quark:granite_vertical_slab","#976D4D","9923917"
"quark:grate","#A7A7A7","10987431"
"quark:gravisand","#F7E9A3","16247203"
"quark:gray_framed_glass","#000000","0"
"quark:gray_framed_glass_pane","#000000","0"
"quark:gray_shingles","#392923","3746083"
"quark:gray_shingles_slab","#392923","3746083"
"quark:gray_shingles_stairs","#392923","3746083"
"quark:gray_shingles_vertical_slab","#392923","3746083"
"quark:gray_stool","#4C4C4C","5000268"
"quark:green_corundum","#667F33","6717235"
"quark:green_corundum_cluster","#667F33","6717235"
"quark:green_corundum_pane","#667F33","6717235"
"quark:green_crystal_lamp","#667F33","6717235"
"quark:green_framed_glass","#000000","0"
"quark:green_framed_glass_pane","#000000","0"
"quark:green_shingles","#4C522A","5001770"
"quark:green_shingles_slab","#4C522A","5001770"
"quark:green_shingles_stairs","#4C522A","5001770"
"quark:green_shingles_vertical_slab","#4C522A","5001770"
"quark:green_stool","#667F33","6717235"
"quark:gunpowder_sack","#4C4C4C","5000268"
"quark:hollow_acacia_log","#D87F33","14188339"
"quark:hollow_ancient_log","#D1B1A1","13742497"
"quark:hollow_azalea_log","#7FCC19","8375321"
"quark:hollow_birch_log","#F7E9A3","16247203"
"quark:hollow_blossom_log","#993333","10040115"
"quark:hollow_crimson_stem","#943F61","9715553"
"quark:hollow_dark_oak_log","#664C33","6704179"
"quark:hollow_jungle_log","#976D4D","9923917"
"quark:hollow_mangrove_log","#993333","10040115"
"quark:hollow_oak_log","#8F7748","9402184"
"quark:hollow_spruce_log","#815631","8476209"
"quark:hollow_warped_stem","#3A8E8C","3837580"
"quark:indigo_corundum","#334CB2","3361970"
"quark:indigo_corundum_cluster","#334CB2","3361970"
"quark:indigo_corundum_pane","#334CB2","3361970"
"quark:indigo_crystal_lamp","#334CB2","3361970"
"quark:iron_button","#000000","0"
"quark:iron_ladder","#000000","0"
"quark:iron_pillar","#A7A7A7","10987431"
"quark:iron_plate","#A7A7A7","10987431"
"quark:iron_plate_slab","#A7A7A7","10987431"
"quark:iron_plate_stairs","#A7A7A7","10987431"
"quark:iron_plate_vertical_slab","#A7A7A7","10987431"
"quark:iron_rod","#4C4C4C","5000268"
"quark:jasper","#8E3C2E","9321518"
"quark:jasper_bricks","#8E3C2E","9321518"
"quark:jasper_bricks_slab","#8E3C2E","9321518"
"quark:jasper_bricks_stairs","#8E3C2E","9321518"
"quark:jasper_bricks_vertical_slab","#8E3C2E","9321518"
"quark:jasper_bricks_wall","#8E3C2E","9321518"
"quark:jasper_pillar","#8E3C2E","9321518"
"quark:jasper_slab","#8E3C2E","9321518"
"quark:jasper_stairs","#8E3C2E","9321518"
"quark:jasper_vertical_slab","#8E3C2E","9321518"
"quark:jasper_wall","#8E3C2E","9321518"
"quark:jungle_bookshelf","#8F7748","9402184"
"quark:jungle_chest","#8F7748","9402184"
"quark:jungle_hedge","#976D4D","9923917"
"quark:jungle_ladder","#000000","0"
"quark:jungle_leaf_carpet","#007C00","31744"
"quark:jungle_post","#976D4D","9923917"
"quark:jungle_trapped_chest","#8F7748","9402184"
"quark:jungle_vertical_slab","#976D4D","9923917"
"quark:lavender_blossom_hedge","#993333","10040115"
"quark:lavender_blossom_leaf_carpet","#F27FA5","15892389"
"quark:lavender_blossom_leaves","#F27FA5","15892389"
"quark:lavender_blossom_sapling","#007C00","31744"
"quark:light_blue_framed_glass","#000000","0"
"quark:light_blue_framed_glass_pane","#000000","0"
"quark:light_blue_shingles","#706C8A","7367818"
"quark:light_blue_shingles_slab","#706C8A","7367818"
"quark:light_blue_shingles_stairs","#706C8A","7367818"
"quark:light_blue_shingles_vertical_slab","#706C8A","7367818"
"quark:light_blue_stool","#6699D8","6724056"
"quark:light_gray_framed_glass","#000000","0"
"quark:light_gray_framed_glass_pane","#000000","0"
"quark:light_gray_shingles","#876B62","8874850"
"quark:light_gray_shingles_slab","#876B62","8874850"
"quark:light_gray_shingles_stairs","#876B62","8874850"
"quark:light_gray_shingles_vertical_slab","#876B62","8874850"
"quark:light_gray_stool","#999999","10066329"
"quark:lime_framed_glass","#000000","0"
"quark:lime_framed_glass_pane","#000000","0"
"quark:lime_shingles","#677535","6780213"
"quark:lime_shingles_slab","#677535","6780213"
