"Mod name","Registry name","Display name","Recipe name","Tags"
"Quark","quark:granite_bricks_stairs","Polished Granite Brick Stairs","quark:building/stonecutting/stonevariants/granite_bricks_stairs_polished_stonecutting","minecraft:stairs"
"Quark","quark:granite_bricks_stairs","Polished Granite Brick Stairs","quark:building/stonecutting/stonevariants/granite_bricks_stairs_rough_stonecutting","minecraft:stairs"
"Quark","quark:granite_bricks_stairs","Polished Granite Brick Stairs","quark:world/crafting/stairs/granite_bricks_stairs","minecraft:stairs"
"Quark","quark:granite_bricks_stairs","Polished Granite Brick Stairs","quark:world/stonecutting/stairs/granite_bricks_stairs_stonecutter","minecraft:stairs"
"Quark","quark:granite_bricks_vertical_slab","Polished Granite Brick Vertical Slab","quark:building/crafting/vertslabs/granite_bricks_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:granite_bricks_vertical_slab","Polished Granite Brick Vertical Slab","quark:building/stonecutting/stonevariants/granite_bricks_vertical_slab_polished_stonecutting","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:granite_bricks_vertical_slab","Polished Granite Brick Vertical Slab","quark:building/stonecutting/stonevariants/granite_bricks_vertical_slab_rough_stonecutting","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:granite_bricks_vertical_slab","Polished Granite Brick Vertical Slab","quark:building/stonecutting/vertslabs/granite_bricks_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:granite_bricks_wall","Polished Granite Brick Wall","quark:building/stonecutting/stonevariants/granite_bricks_wall_polished_stonecutting","minecraft:walls"
"Quark","quark:granite_bricks_wall","Polished Granite Brick Wall","quark:building/stonecutting/stonevariants/granite_bricks_wall_rough_stonecutting","minecraft:walls"
"Quark","quark:granite_bricks_wall","Polished Granite Brick Wall","quark:world/crafting/walls/granite_bricks_wall","minecraft:walls"
"Quark","quark:granite_bricks_wall","Polished Granite Brick Wall","quark:world/stonecutting/walls/granite_bricks_wall_stonecutter","minecraft:walls"
"Quark","quark:granite_pillar","Polished Granite Pillar","quark:building/crafting/stonevariants/granite_pillar",""
"Quark","quark:granite_pillar","Polished Granite Pillar","quark:building/stonecutting/stonevariants/granite_pillar_stonecutter",""
"Quark","quark:granite_vertical_slab","Granite Vertical Slab","quark:building/crafting/vertslabs/granite_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:granite_vertical_slab","Granite Vertical Slab","quark:building/stonecutting/vertslabs/granite_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:grate","Iron Grate","quark:building/crafting/grate",""
"Quark","quark:gravisand","Gravisand","quark:automation/crafting/gravisand",""
"Quark","quark:gray_framed_glass","Gray Framed Glass","quark:building/crafting/glass/gray_framed_glass","quark:framed_glasses, quark:stained_framed_glasses, forge:glass"
"Quark","quark:gray_framed_glass_pane","Gray Framed Glass Pane","quark:building/crafting/panes/gray_framed_glass_pane","quark:framed_glass_panes, quark:stained_framed_glass_panes, forge:glass_panes"
"Quark","quark:gray_rune","Gray Rune","quark:tools/crafting/runes/gray_rune","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:gray_rune","Gray Rune","quark:tools/crafting/runes/gray_rune_mixing","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:gray_shingles","Gray Terracotta Shingles","quark:building/crafting/shingles/gray_shingles",""
"Quark","quark:gray_shingles","Gray Terracotta Shingles","quark:building/crafting/shingles/gray_shingles_dye",""
"Quark","quark:gray_shingles","Gray Terracotta Shingles","quark:building/stonecutting/gray_shingles_stonecutter2",""
"Quark","quark:gray_shingles_slab","Gray Terracotta Shingle Slab","quark:building/crafting/slabs/gray_shingles_slab","minecraft:slabs"
"Quark","quark:gray_shingles_slab","Gray Terracotta Shingle Slab","quark:building/crafting/vertslabs/gray_shingles_vertical_slab_revert","minecraft:slabs"
"Quark","quark:gray_shingles_slab","Gray Terracotta Shingle Slab","quark:building/stonecutting/slabs/gray_shingles_slab_stonecutter","minecraft:slabs"
"Quark","quark:gray_shingles_slab","Gray Terracotta Shingle Slab","quark:building/stonecutting/slabs/gray_shingles_slab_stonecutter2","minecraft:slabs"
"Quark","quark:gray_shingles_stairs","Gray Terracotta Shingle Stairs","quark:building/crafting/stairs/gray_shingles_stairs","minecraft:stairs"
"Quark","quark:gray_shingles_stairs","Gray Terracotta Shingle Stairs","quark:building/stonecutting/stairs/gray_shingles_stairs_stonecutter","minecraft:stairs"
"Quark","quark:gray_shingles_stairs","Gray Terracotta Shingle Stairs","quark:building/stonecutting/stairs/gray_shingles_stairs_stonecutter2","minecraft:stairs"
"Quark","quark:gray_shingles_vertical_slab","Gray Terracotta Shingle Vertical Slab","quark:building/crafting/vertslabs/gray_shingles_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:gray_shingles_vertical_slab","Gray Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/gray_shingles_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:gray_shingles_vertical_slab","Gray Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/gray_shingles_vertical_slab_stonecutter2","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:gray_stool","Gray Stool","quark:building/crafting/gray_stool","quark:stools"
"Quark","quark:green_corundum","Green Corundum","quark:world/crafting/panes/green_corundum","quark:corundum"
"Quark","quark:green_corundum_pane","Green Corundum Sheet","quark:world/crafting/panes/green_corundum_pane",""
"Quark","quark:green_crystal_lamp","Green Corundum Lamp","quark:building/crafting/lamps/green_corundum_lamp","quark:crystal_lamp"
"Quark","quark:green_framed_glass","Green Framed Glass","quark:building/crafting/glass/green_framed_glass","quark:framed_glasses, quark:stained_framed_glasses, forge:glass"
"Quark","quark:green_framed_glass_pane","Green Framed Glass Pane","quark:building/crafting/panes/green_framed_glass_pane","quark:framed_glass_panes, quark:stained_framed_glass_panes, forge:glass_panes"
"Quark","quark:green_rune","Green Rune","quark:tools/crafting/runes/green_rune","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:green_rune","Green Rune","quark:tools/crafting/runes/green_rune_mixing","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:green_shingles","Green Terracotta Shingles","quark:building/crafting/shingles/green_shingles",""
"Quark","quark:green_shingles","Green Terracotta Shingles","quark:building/crafting/shingles/green_shingles_dye",""
"Quark","quark:green_shingles","Green Terracotta Shingles","quark:building/stonecutting/green_shingles_stonecutter2",""
"Quark","quark:green_shingles_slab","Green Terracotta Shingle Slab","quark:building/crafting/slabs/green_shingles_slab","minecraft:slabs"
"Quark","quark:green_shingles_slab","Green Terracotta Shingle Slab","quark:building/crafting/vertslabs/green_shingles_vertical_slab_revert","minecraft:slabs"
"Quark","quark:green_shingles_slab","Green Terracotta Shingle Slab","quark:building/stonecutting/slabs/green_shingles_slab_stonecutter","minecraft:slabs"
"Quark","quark:green_shingles_slab","Green Terracotta Shingle Slab","quark:building/stonecutting/slabs/green_shingles_slab_stonecutter2","minecraft:slabs"
"Quark","quark:green_shingles_stairs","Green Terracotta Shingle Stairs","quark:building/crafting/stairs/green_shingles_stairs","minecraft:stairs"
"Quark","quark:green_shingles_stairs","Green Terracotta Shingle Stairs","quark:building/stonecutting/stairs/green_shingles_stairs_stonecutter","minecraft:stairs"
"Quark","quark:green_shingles_stairs","Green Terracotta Shingle Stairs","quark:building/stonecutting/stairs/green_shingles_stairs_stonecutter2","minecraft:stairs"
"Quark","quark:green_shingles_vertical_slab","Green Terracotta Shingle Vertical Slab","quark:building/crafting/vertslabs/green_shingles_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:green_shingles_vertical_slab","Green Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/green_shingles_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:green_shingles_vertical_slab","Green Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/green_shingles_vertical_slab_stonecutter2","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:green_stool","Green Stool","quark:building/crafting/green_stool","quark:stools"
"Quark","quark:gunpowder_sack","Gunpowder Sack","quark:building/crafting/compressed/gunpowder_sack","forge:storage_blocks/gunpowder, forge:storage_blocks"
"Quark","quark:hollow_acacia_log","Hollow Acacia Log","quark:building/crafting/hollowlogs/hollow_acacia_log","quark:hollow_logs"
"Quark","quark:hollow_ancient_log","Hollow Ancient Log","quark:building/crafting/hollowlogs/hollow_ancient_log","quark:hollow_logs"
"Quark","quark:hollow_azalea_log","Hollow Azalea Log","quark:building/crafting/hollowlogs/hollow_azalea_log","quark:hollow_logs"
"Quark","quark:hollow_birch_log","Hollow Birch Log","quark:building/crafting/hollowlogs/hollow_birch_log","quark:hollow_logs"
"Quark","quark:hollow_blossom_log","Hollow Blossom Log","quark:building/crafting/hollowlogs/hollow_blossom_log","quark:hollow_logs"
"Quark","quark:hollow_crimson_stem","Hollow Crimson Stem","quark:building/crafting/hollowlogs/hollow_crimson_stem","quark:hollow_logs"
"Quark","quark:hollow_dark_oak_log","Hollow Dark Oak Log","quark:building/crafting/hollowlogs/hollow_dark_oak_log","quark:hollow_logs"
"Quark","quark:hollow_jungle_log","Hollow Jungle Log","quark:building/crafting/hollowlogs/hollow_jungle_log","quark:hollow_logs"
"Quark","quark:hollow_mangrove_log","Hollow Mangrove Log","quark:building/crafting/hollowlogs/hollow_mangrove_log","quark:hollow_logs"
"Quark","quark:hollow_oak_log","Hollow Oak Log","quark:building/crafting/hollowlogs/hollow_oak_log","quark:hollow_logs"
"Quark","quark:hollow_spruce_log","Hollow Spruce Log","quark:building/crafting/hollowlogs/hollow_spruce_log","quark:hollow_logs"
"Quark","quark:hollow_warped_stem","Hollow Warped Stem","quark:building/crafting/hollowlogs/hollow_warped_stem","quark:hollow_logs"
"Quark","quark:indigo_corundum","Indigo Corundum","quark:world/crafting/panes/indigo_corundum","quark:corundum"
"Quark","quark:indigo_corundum_pane","Indigo Corundum Sheet","quark:world/crafting/panes/indigo_corundum_pane",""
"Quark","quark:indigo_crystal_lamp","Indigo Corundum Lamp","quark:building/crafting/lamps/indigo_corundum_lamp","quark:crystal_lamp"
"Quark","quark:iron_button","Iron Button","quark:automation/crafting/iron_button","minecraft:buttons"
"Quark","quark:iron_ladder","Iron Ladder","quark:building/crafting/iron_ladder","quark:ladders"
"Quark","quark:iron_pillar","Iron Pillar","quark:building/crafting/iron_pillar",""
"Quark","quark:iron_pillar","Iron Pillar","quark:building/stonecutting/iron_pillar_stonecutter",""
"Quark","quark:iron_plate","Iron Plate","quark:building/crafting/iron_plate",""
"Quark","quark:iron_plate_slab","Iron Plate Slab","quark:building/crafting/slabs/iron_plate_slab","minecraft:slabs"
"Quark","quark:iron_plate_slab","Iron Plate Slab","quark:building/crafting/vertslabs/iron_plate_vertical_slab_revert","minecraft:slabs"
"Quark","quark:iron_plate_slab","Iron Plate Slab","quark:building/stonecutting/slabs/iron_plate_slab_stonecutter","minecraft:slabs"
"Quark","quark:iron_plate_stairs","Iron Plate Stairs","quark:building/crafting/stairs/iron_plate_stairs","minecraft:stairs"
"Quark","quark:iron_plate_stairs","Iron Plate Stairs","quark:building/stonecutting/stairs/iron_plate_stairs_stonecutter","minecraft:stairs"
"Quark","quark:iron_plate_vertical_slab","Iron Plate Vertical Slab","quark:building/crafting/vertslabs/iron_plate_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:iron_plate_vertical_slab","Iron Plate Vertical Slab","quark:building/stonecutting/vertslabs/iron_plate_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:iron_rod","Iron Rod","quark:automation/crafting/iron_rod",""
"Quark","quark:jasper_bricks","Polished Jasper Bricks","quark:building/crafting/stonevariants/jasper_bricks",""
"Quark","quark:jasper_bricks","Polished Jasper Bricks","quark:building/stonecutting/stonevariants/jasper_bricks_polished_stonecutting",""
"Quark","quark:jasper_bricks","Polished Jasper Bricks","quark:building/stonecutting/stonevariants/jasper_bricks_stonecutter",""
"Quark","quark:jasper_bricks_slab","Polished Jasper Brick Slab","quark:building/crafting/vertslabs/jasper_bricks_vertical_slab_revert","minecraft:slabs"
"Quark","quark:jasper_bricks_slab","Polished Jasper Brick Slab","quark:building/stonecutting/stonevariants/jasper_bricks_slab_polished_stonecutting","minecraft:slabs"
"Quark","quark:jasper_bricks_slab","Polished Jasper Brick Slab","quark:building/stonecutting/stonevariants/jasper_bricks_slab_rough_stonecutting","minecraft:slabs"
"Quark","quark:jasper_bricks_slab","Polished Jasper Brick Slab","quark:world/crafting/slabs/jasper_bricks_slab","minecraft:slabs"
"Quark","quark:jasper_bricks_slab","Polished Jasper Brick Slab","quark:world/stonecutting/slabs/jasper_bricks_slab_stonecutter","minecraft:slabs"
"Quark","quark:jasper_bricks_stairs","Polished Jasper Brick Stairs","quark:building/stonecutting/stonevariants/jasper_bricks_stairs_polished_stonecutting","minecraft:stairs"
"Quark","quark:jasper_bricks_stairs","Polished Jasper Brick Stairs","quark:building/stonecutting/stonevariants/jasper_bricks_stairs_rough_stonecutting","minecraft:stairs"
"Quark","quark:jasper_bricks_stairs","Polished Jasper Brick Stairs","quark:world/crafting/stairs/jasper_bricks_stairs","minecraft:stairs"
"Quark","quark:jasper_bricks_stairs","Polished Jasper Brick Stairs","quark:world/stonecutting/stairs/jasper_bricks_stairs_stonecutter","minecraft:stairs"
"Quark","quark:jasper_bricks_vertical_slab","Polished Jasper Brick Vertical Slab","quark:building/crafting/vertslabs/jasper_bricks_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_bricks_vertical_slab","Polished Jasper Brick Vertical Slab","quark:building/stonecutting/stonevariants/jasper_bricks_vertical_slab_polished_stonecutting","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_bricks_vertical_slab","Polished Jasper Brick Vertical Slab","quark:building/stonecutting/stonevariants/jasper_bricks_vertical_slab_rough_stonecutting","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_bricks_vertical_slab","Polished Jasper Brick Vertical Slab","quark:building/stonecutting/vertslabs/jasper_bricks_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_bricks_wall","Polished Jasper Brick Wall","quark:building/stonecutting/stonevariants/jasper_bricks_wall_polished_stonecutting","minecraft:walls"
"Quark","quark:jasper_bricks_wall","Polished Jasper Brick Wall","quark:building/stonecutting/stonevariants/jasper_bricks_wall_rough_stonecutting","minecraft:walls"
"Quark","quark:jasper_bricks_wall","Polished Jasper Brick Wall","quark:world/crafting/walls/jasper_bricks_wall","minecraft:walls"
"Quark","quark:jasper_bricks_wall","Polished Jasper Brick Wall","quark:world/stonecutting/walls/jasper_bricks_wall_stonecutter","minecraft:walls"
"Quark","quark:jasper_pillar","Polished Jasper Pillar","quark:building/crafting/stonevariants/jasper_pillar",""
"Quark","quark:jasper_pillar","Polished Jasper Pillar","quark:building/stonecutting/stonevariants/jasper_pillar_stonecutter",""
"Quark","quark:jasper_slab","Jasper Slab","quark:building/crafting/vertslabs/jasper_vertical_slab_revert","minecraft:slabs"
"Quark","quark:jasper_slab","Jasper Slab","quark:world/crafting/slabs/jasper_slab","minecraft:slabs"
"Quark","quark:jasper_slab","Jasper Slab","quark:world/stonecutting/slabs/jasper_slab_stonecutter","minecraft:slabs"
"Quark","quark:jasper_stairs","Jasper Stairs","quark:world/crafting/stairs/jasper_stairs","minecraft:stairs"
"Quark","quark:jasper_stairs","Jasper Stairs","quark:world/stonecutting/stairs/jasper_stairs_stonecutter","minecraft:stairs"
"Quark","quark:jasper_vertical_slab","Jasper Vertical Slab","quark:building/crafting/vertslabs/jasper_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_vertical_slab","Jasper Vertical Slab","quark:building/stonecutting/vertslabs/jasper_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:jasper_wall","Jasper Wall","quark:world/crafting/walls/jasper_wall","minecraft:walls"
"Quark","quark:jasper_wall","Jasper Wall","quark:world/stonecutting/walls/jasper_wall_stonecutter","minecraft:walls"
"Quark","quark:jungle_bookshelf","Jungle Bookshelf","quark:building/crafting/jungle_bookshelf","forge:bookshelves"
"Quark","quark:jungle_chest","Jungle Chest","quark:building/crafting/chests/jungle_chest","forge:chests, quark:revertable_chests, forge:chests/wooden, balm:wooden_chests"
"Quark","quark:jungle_chest","Jungle Chest","quark:tweaks/crafting/utility/chests/jungle_chest_wood","forge:chests, quark:revertable_chests, forge:chests/wooden, balm:wooden_chests"
"Quark","quark:jungle_hedge","Jungle Leaf Hedge","quark:building/crafting/jungle_hedge","quark:hedges, supplementaries:flower_box_plantable"
"Quark","quark:jungle_ladder","Jungle Ladder","quark:building/crafting/jungle_ladder","quark:ladders"
"Quark","quark:jungle_leaf_carpet","Jungle Leaf Carpet","quark:building/crafting/jungle_leaf_carpet",""
"Quark","quark:jungle_post","Jungle Post","quark:building/crafting/jungle_post","quark:posts"
"Quark","quark:jungle_trapped_chest","Jungle Trapped Chest","quark:building/crafting/chests/jungle_trapped_chest","forge:chests/trapped, quark:revertable_trapped_chests, balm:wooden_chests, forge:chests/wooden, forge:chests"
"Quark","quark:jungle_vertical_slab","Jungle Vertical Slab","quark:building/crafting/vertslabs/jungle_vertical_slab","quark:wooden_vertical_slabs, quark:vertical_slab, quark:vertical_slabs"
"Quark","quark:lavender_blossom_hedge","Serene Blossom Leaf Hedge","quark:building/crafting/lavender_blossom_hedge","quark:hedges, supplementaries:flower_box_plantable"
"Quark","quark:lavender_blossom_leaf_carpet","Serene Blossom Leaf Carpet","quark:building/crafting/lavender_blossom_leaf_carpet",""
"Quark","quark:light_blue_framed_glass","Light Blue Framed Glass","quark:building/crafting/glass/light_blue_framed_glass","quark:framed_glasses, quark:stained_framed_glasses, forge:glass"
"Quark","quark:light_blue_framed_glass_pane","Light Blue Framed Glass Pane","quark:building/crafting/panes/light_blue_framed_glass_pane","quark:framed_glass_panes, quark:stained_framed_glass_panes, forge:glass_panes"
"Quark","quark:light_blue_rune","Light Blue Rune","quark:tools/crafting/runes/light_blue_rune","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:light_blue_rune","Light Blue Rune","quark:tools/crafting/runes/light_blue_rune_from_corundum","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:light_blue_shingles","Light Blue Terracotta Shingles","quark:building/crafting/shingles/light_blue_shingles",""
"Quark","quark:light_blue_shingles","Light Blue Terracotta Shingles","quark:building/crafting/shingles/light_blue_shingles_dye",""
"Quark","quark:light_blue_shingles","Light Blue Terracotta Shingles","quark:building/stonecutting/light_blue_shingles_stonecutter2",""
"Quark","quark:light_blue_shingles_slab","Light Blue Terracotta Shingle Slab","quark:building/crafting/slabs/light_blue_shingles_slab","minecraft:slabs"
"Quark","quark:light_blue_shingles_slab","Light Blue Terracotta Shingle Slab","quark:building/crafting/vertslabs/light_blue_shingles_vertical_slab_revert","minecraft:slabs"
"Quark","quark:light_blue_shingles_slab","Light Blue Terracotta Shingle Slab","quark:building/stonecutting/slabs/light_blue_shingles_slab_stonecutter","minecraft:slabs"
"Quark","quark:light_blue_shingles_slab","Light Blue Terracotta Shingle Slab","quark:building/stonecutting/slabs/light_blue_shingles_slab_stonecutter2","minecraft:slabs"
"Quark","quark:light_blue_shingles_stairs","Light Blue Terracotta Shingle Stairs","quark:building/crafting/stairs/light_blue_shingles_stairs","minecraft:stairs"
"Quark","quark:light_blue_shingles_stairs","Light Blue Terracotta Shingle Stairs","quark:building/stonecutting/stairs/light_blue_shingles_stairs_stonecutter","minecraft:stairs"
"Quark","quark:light_blue_shingles_stairs","Light Blue Terracotta Shingle Stairs","quark:building/stonecutting/stairs/light_blue_shingles_stairs_stonecutter2","minecraft:stairs"
"Quark","quark:light_blue_shingles_vertical_slab","Light Blue Terracotta Shingle Vertical Slab","quark:building/crafting/vertslabs/light_blue_shingles_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_blue_shingles_vertical_slab","Light Blue Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/light_blue_shingles_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_blue_shingles_vertical_slab","Light Blue Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/light_blue_shingles_vertical_slab_stonecutter2","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_blue_stool","Light Blue Stool","quark:building/crafting/light_blue_stool","quark:stools"
"Quark","quark:light_gray_framed_glass","Light Gray Framed Glass","quark:building/crafting/glass/light_gray_framed_glass","quark:framed_glasses, quark:stained_framed_glasses, forge:glass"
"Quark","quark:light_gray_framed_glass_pane","Light Gray Framed Glass Pane","quark:building/crafting/panes/light_gray_framed_glass_pane","quark:framed_glass_panes, quark:stained_framed_glass_panes, forge:glass_panes"
"Quark","quark:light_gray_rune","Light Gray Rune","quark:tools/crafting/runes/light_gray_rune","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:light_gray_rune","Light Gray Rune","quark:tools/crafting/runes/light_gray_rune_mixing_from_black_white","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:light_gray_rune","Light Gray Rune","quark:tools/crafting/runes/light_gray_rune_mixing_from_gray_white","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:light_gray_shingles","Light Gray Terracotta Shingles","quark:building/crafting/shingles/light_gray_shingles",""
"Quark","quark:light_gray_shingles","Light Gray Terracotta Shingles","quark:building/crafting/shingles/light_gray_shingles_dye",""
"Quark","quark:light_gray_shingles","Light Gray Terracotta Shingles","quark:building/stonecutting/light_gray_shingles_stonecutter2",""
"Quark","quark:light_gray_shingles_slab","Light Gray Terracotta Shingle Slab","quark:building/crafting/slabs/light_gray_shingles_slab","minecraft:slabs"
"Quark","quark:light_gray_shingles_slab","Light Gray Terracotta Shingle Slab","quark:building/crafting/vertslabs/light_gray_shingles_vertical_slab_revert","minecraft:slabs"
"Quark","quark:light_gray_shingles_slab","Light Gray Terracotta Shingle Slab","quark:building/stonecutting/slabs/light_gray_shingles_slab_stonecutter","minecraft:slabs"
"Quark","quark:light_gray_shingles_slab","Light Gray Terracotta Shingle Slab","quark:building/stonecutting/slabs/light_gray_shingles_slab_stonecutter2","minecraft:slabs"
"Quark","quark:light_gray_shingles_stairs","Light Gray Terracotta Shingle Stairs","quark:building/crafting/stairs/light_gray_shingles_stairs","minecraft:stairs"
"Quark","quark:light_gray_shingles_stairs","Light Gray Terracotta Shingle Stairs","quark:building/stonecutting/stairs/light_gray_shingles_stairs_stonecutter","minecraft:stairs"
"Quark","quark:light_gray_shingles_stairs","Light Gray Terracotta Shingle Stairs","quark:building/stonecutting/stairs/light_gray_shingles_stairs_stonecutter2","minecraft:stairs"
"Quark","quark:light_gray_shingles_vertical_slab","Light Gray Terracotta Shingle Vertical Slab","quark:building/crafting/vertslabs/light_gray_shingles_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_gray_shingles_vertical_slab","Light Gray Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/light_gray_shingles_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_gray_shingles_vertical_slab","Light Gray Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/light_gray_shingles_vertical_slab_stonecutter2","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:light_gray_stool","Light Gray Stool","quark:building/crafting/light_gray_stool","quark:stools"
"Quark","quark:lime_framed_glass","Lime Framed Glass","quark:building/crafting/glass/lime_framed_glass","quark:framed_glasses, quark:stained_framed_glasses, forge:glass"
"Quark","quark:lime_framed_glass_pane","Lime Framed Glass Pane","quark:building/crafting/panes/lime_framed_glass_pane","quark:framed_glass_panes, quark:stained_framed_glass_panes, forge:glass_panes"
"Quark","quark:lime_rune","Lime Rune","quark:tools/crafting/runes/lime_rune","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:lime_rune","Lime Rune","quark:tools/crafting/runes/lime_rune_from_corundum","quark:runes_lootable, quark:cosmetic_anvil_items, quark:runes"
"Quark","quark:lime_shingles","Lime Terracotta Shingles","quark:building/crafting/shingles/lime_shingles",""
"Quark","quark:lime_shingles","Lime Terracotta Shingles","quark:building/crafting/shingles/lime_shingles_dye",""
"Quark","quark:lime_shingles","Lime Terracotta Shingles","quark:building/stonecutting/lime_shingles_stonecutter2",""
"Quark","quark:lime_shingles_slab","Lime Terracotta Shingle Slab","quark:building/crafting/slabs/lime_shingles_slab","minecraft:slabs"
"Quark","quark:lime_shingles_slab","Lime Terracotta Shingle Slab","quark:building/crafting/vertslabs/lime_shingles_vertical_slab_revert","minecraft:slabs"
"Quark","quark:lime_shingles_slab","Lime Terracotta Shingle Slab","quark:building/stonecutting/slabs/lime_shingles_slab_stonecutter","minecraft:slabs"
"Quark","quark:lime_shingles_slab","Lime Terracotta Shingle Slab","quark:building/stonecutting/slabs/lime_shingles_slab_stonecutter2","minecraft:slabs"
"Quark","quark:lime_shingles_stairs","Lime Terracotta Shingle Stairs","quark:building/crafting/stairs/lime_shingles_stairs","minecraft:stairs"
"Quark","quark:lime_shingles_stairs","Lime Terracotta Shingle Stairs","quark:building/stonecutting/stairs/lime_shingles_stairs_stonecutter","minecraft:stairs"
"Quark","quark:lime_shingles_stairs","Lime Terracotta Shingle Stairs","quark:building/stonecutting/stairs/lime_shingles_stairs_stonecutter2","minecraft:stairs"
"Quark","quark:lime_shingles_vertical_slab","Lime Terracotta Shingle Vertical Slab","quark:building/crafting/vertslabs/lime_shingles_vertical_slab","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:lime_shingles_vertical_slab","Lime Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/lime_shingles_vertical_slab_stonecutter","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:lime_shingles_vertical_slab","Lime Terracotta Shingle Vertical Slab","quark:building/stonecutting/vertslabs/lime_shingles_vertical_slab_stonecutter2","quark:vertical_slabs, quark:vertical_slab"
"Quark","quark:lime_stool","Lime Stool","quark:building/crafting/lime_stool","quark:stools"
"Quark","quark:limestone_bricks","Polished Limestone Bricks","quark:building/crafting/stonevariants/limestone_bricks",""
"Quark","quark:limestone_bricks","Polished Limestone Bricks","quark:building/stonecutting/stonevariants/limestone_bricks_polished_stonecutting",""
"Quark","quark:limestone_bricks","Polished Limestone Bricks","quark:building/stonecutting/stonevariants/limestone_bricks_stonecutter",""
"Quark","quark:limestone_bricks_slab","Polished Limestone Brick Slab","quark:building/crafting/vertslabs/limestone_bricks_vertical_slab_revert","minecraft:slabs"
"Quark","quark:limestone_bricks_slab","Polished Limestone Brick Slab","quark:building/stonecutting/stonevariants/limestone_bricks_slab_polished_stonecutting","minecraft:slabs"
"Quark","quark:limestone_bricks_slab","Polished Limestone Brick Slab","quark:building/stonecutting/stonevariants/limestone_bricks_slab_rough_stonecutting","minecraft:slabs"
"Quark","quark:limestone_bricks_slab","Polished Limestone Brick Slab","quark:world/crafting/slabs/limestone_bricks_slab","minecraft:slabs"
"Quark","quark:limestone_bricks_slab","Polished Limestone Brick Slab","quark:world/stonecutting/slabs/limestone_bricks_slab_stonecutter","minecraft:slabs"
"Quark","quark:limestone_bricks_stairs","Polished Limestone Brick Stairs","quark:building/stonecutting/stonevariants/limestone_bricks_stairs_polished_stonecutting","minecraft:stairs"
