"Mod name","Registry name","Hardness","Resistance"
"Minecraft","minecraft:purple_wall_banner",1.00,1.00
"Minecraft","minecraft:purple_wool",0.80,0.80
"Minecraft","minecraft:purpur_block",1.50,6.00
"Minecraft","minecraft:purpur_pillar",1.50,6.00
"Minecraft","minecraft:purpur_slab",2.00,6.00
"Minecraft","minecraft:purpur_stairs",1.50,6.00
"Minecraft","minecraft:quartz_block",0.80,0.80
"Minecraft","minecraft:quartz_bricks",0.80,0.80
"Minecraft","minecraft:quartz_pillar",0.80,0.80
"Minecraft","minecraft:quartz_slab",2.00,6.00
"Minecraft","minecraft:quartz_stairs",0.80,0.80
"Minecraft","minecraft:rail",0.70,0.70
"Minecraft","minecraft:raw_copper_block",5.00,6.00
"Minecraft","minecraft:raw_gold_block",5.00,6.00
"Minecraft","minecraft:raw_iron_block",5.00,6.00
"Minecraft","minecraft:red_banner",1.00,1.00
"Minecraft","minecraft:red_bed",0.20,0.20
"Minecraft","minecraft:red_candle",0.10,0.10
"Minecraft","minecraft:red_candle_cake",0.50,0.50
"Minecraft","minecraft:red_carpet",0.10,0.10
"Minecraft","minecraft:red_concrete",1.80,1.80
"Minecraft","minecraft:red_concrete_powder",0.50,0.50
"Minecraft","minecraft:red_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:red_mushroom",0.00,0.00
"Minecraft","minecraft:red_mushroom_block",0.20,0.20
"Minecraft","minecraft:red_nether_brick_slab",2.00,6.00
"Minecraft","minecraft:red_nether_brick_stairs",2.00,6.00
"Minecraft","minecraft:red_nether_brick_wall",2.00,6.00
"Minecraft","minecraft:red_nether_bricks",2.00,6.00
"Minecraft","minecraft:red_sand",0.50,0.50
"Minecraft","minecraft:red_sandstone",0.80,0.80
"Minecraft","minecraft:red_sandstone_slab",2.00,6.00
"Minecraft","minecraft:red_sandstone_stairs",0.80,0.80
"Minecraft","minecraft:red_sandstone_wall",0.80,0.80
"Minecraft","minecraft:red_shulker_box",2.00,2.00
"Minecraft","minecraft:red_stained_glass",0.30,0.30
"Minecraft","minecraft:red_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:red_terracotta",1.25,4.20
"Minecraft","minecraft:red_tulip",0.00,0.00
"Minecraft","minecraft:red_wall_banner",1.00,1.00
"Minecraft","minecraft:red_wool",0.80,0.80
"Minecraft","minecraft:redstone_block",5.00,6.00
"Minecraft","minecraft:redstone_lamp",0.30,0.30
"Minecraft","minecraft:redstone_ore",3.00,3.00
"Minecraft","minecraft:redstone_torch",0.00,0.00
"Minecraft","minecraft:redstone_wall_torch",0.00,0.00
"Minecraft","minecraft:redstone_wire",0.00,0.00
"Minecraft","minecraft:reinforced_deepslate",55.00,1200.00
"Minecraft","minecraft:repeater",0.00,0.00
"Minecraft","minecraft:repeating_command_block",-1.00,3600000.00
"Minecraft","minecraft:respawn_anchor",50.00,1200.00
"Minecraft","minecraft:rooted_dirt",0.50,0.50
"Minecraft","minecraft:rose_bush",0.00,0.00
"Minecraft","minecraft:sand",0.50,0.50
"Minecraft","minecraft:sandstone",0.80,0.80
"Minecraft","minecraft:sandstone_slab",2.00,6.00
"Minecraft","minecraft:sandstone_stairs",0.80,0.80
"Minecraft","minecraft:sandstone_wall",0.80,0.80
"Minecraft","minecraft:scaffolding",0.00,0.00
"Minecraft","minecraft:sculk",0.20,0.20
"Minecraft","minecraft:sculk_catalyst",3.00,3.00
"Minecraft","minecraft:sculk_sensor",1.50,1.50
"Minecraft","minecraft:sculk_shrieker",3.00,3.00
"Minecraft","minecraft:sculk_vein",0.20,0.20
"Minecraft","minecraft:sea_lantern",0.30,0.30
"Minecraft","minecraft:sea_pickle",0.00,0.00
"Minecraft","minecraft:seagrass",0.00,0.00
"Minecraft","minecraft:shroomlight",1.00,1.00
"Minecraft","minecraft:shulker_box",2.00,2.00
"Minecraft","minecraft:skeleton_skull",1.00,1.00
"Minecraft","minecraft:skeleton_wall_skull",1.00,1.00
"Minecraft","minecraft:slime_block",0.00,0.00
"Minecraft","minecraft:small_amethyst_bud",1.50,1.50
"Minecraft","minecraft:small_dripleaf",0.00,0.00
"Minecraft","minecraft:smithing_table",2.50,2.50
"Minecraft","minecraft:smoker",3.50,3.50
"Minecraft","minecraft:smooth_basalt",2.25,4.20
"Minecraft","minecraft:smooth_quartz",2.00,6.00
"Minecraft","minecraft:smooth_quartz_slab",2.00,6.00
"Minecraft","minecraft:smooth_quartz_stairs",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone_slab",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone_stairs",2.00,6.00
"Minecraft","minecraft:smooth_sandstone",2.00,6.00
"Minecraft","minecraft:smooth_sandstone_slab",2.00,6.00
"Minecraft","minecraft:smooth_sandstone_stairs",2.00,6.00
"Minecraft","minecraft:smooth_stone",2.00,6.00
"Minecraft","minecraft:smooth_stone_slab",2.00,6.00
"Minecraft","minecraft:snow",0.10,0.10
"Minecraft","minecraft:snow_block",0.20,0.20
"Minecraft","minecraft:soul_campfire",2.00,2.00
"Minecraft","minecraft:soul_fire",0.00,0.00
"Minecraft","minecraft:soul_lantern",3.50,3.50
"Minecraft","minecraft:soul_sand",0.50,0.50
"Minecraft","minecraft:soul_soil",0.50,0.50
"Minecraft","minecraft:soul_torch",0.00,0.00
"Minecraft","minecraft:soul_wall_torch",0.00,0.00
"Minecraft","minecraft:spawner",5.00,5.00
"Minecraft","minecraft:sponge",0.60,0.60
"Minecraft","minecraft:spore_blossom",0.00,0.00
"Minecraft","minecraft:spruce_button",0.50,0.50
"Minecraft","minecraft:spruce_door",3.00,3.00
"Minecraft","minecraft:spruce_fence",2.00,3.00
"Minecraft","minecraft:spruce_fence_gate",2.00,3.00
"Minecraft","minecraft:spruce_leaves",0.20,0.20
"Minecraft","minecraft:spruce_log",2.00,2.00
"Minecraft","minecraft:spruce_planks",2.00,3.00
"Minecraft","minecraft:spruce_pressure_plate",0.50,0.50
"Minecraft","minecraft:spruce_sapling",0.00,0.00
"Minecraft","minecraft:spruce_sign",1.00,1.00
"Minecraft","minecraft:spruce_slab",2.00,3.00
"Minecraft","minecraft:spruce_stairs",2.00,3.00
"Minecraft","minecraft:spruce_trapdoor",3.00,3.00
"Minecraft","minecraft:spruce_wall_sign",1.00,1.00
"Minecraft","minecraft:spruce_wood",2.00,2.00
"Minecraft","minecraft:sticky_piston",1.50,1.50
"Minecraft","minecraft:stone",1.50,6.00
"Minecraft","minecraft:stone_brick_slab",2.00,6.00
"Minecraft","minecraft:stone_brick_stairs",1.50,6.00
"Minecraft","minecraft:stone_brick_wall",1.50,6.00
"Minecraft","minecraft:stone_bricks",1.50,6.00
"Minecraft","minecraft:stone_button",0.50,0.50
"Minecraft","minecraft:stone_pressure_plate",0.50,0.50
"Minecraft","minecraft:stone_slab",2.00,6.00
"Minecraft","minecraft:stone_stairs",1.50,6.00
"Minecraft","minecraft:stonecutter",3.50,3.50
"Minecraft","minecraft:stripped_acacia_log",2.00,2.00
"Minecraft","minecraft:stripped_acacia_wood",2.00,2.00
"Minecraft","minecraft:stripped_birch_log",2.00,2.00
"Minecraft","minecraft:stripped_birch_wood",2.00,2.00
"Minecraft","minecraft:stripped_crimson_hyphae",2.00,2.00
"Minecraft","minecraft:stripped_crimson_stem",2.00,2.00
"Minecraft","minecraft:stripped_dark_oak_log",2.00,2.00
"Minecraft","minecraft:stripped_dark_oak_wood",2.00,2.00
"Minecraft","minecraft:stripped_jungle_log",2.00,2.00
"Minecraft","minecraft:stripped_jungle_wood",2.00,2.00
"Minecraft","minecraft:stripped_mangrove_log",2.00,2.00
"Minecraft","minecraft:stripped_mangrove_wood",2.00,2.00
"Minecraft","minecraft:stripped_oak_log",2.00,2.00
"Minecraft","minecraft:stripped_oak_wood",2.00,2.00
"Minecraft","minecraft:stripped_spruce_log",2.00,2.00
"Minecraft","minecraft:stripped_spruce_wood",2.00,2.00
"Minecraft","minecraft:stripped_warped_hyphae",2.00,2.00
"Minecraft","minecraft:stripped_warped_stem",2.00,2.00
"Minecraft","minecraft:structure_block",-1.00,3600000.00
"Minecraft","minecraft:structure_void",0.00,0.00
"Minecraft","minecraft:sugar_cane",0.00,0.00
"Minecraft","minecraft:sunflower",0.00,0.00
"Minecraft","minecraft:sweet_berry_bush",0.00,0.00
"Minecraft","minecraft:tall_grass",0.00,0.00
"Minecraft","minecraft:tall_seagrass",0.00,0.00
"Minecraft","minecraft:target",0.50,0.50
"Minecraft","minecraft:terracotta",1.25,4.20
"Minecraft","minecraft:tinted_glass",0.30,0.30
"Minecraft","minecraft:tnt",0.00,0.00
"Minecraft","minecraft:torch",0.00,0.00
"Minecraft","minecraft:trapped_chest",2.50,2.50
"Minecraft","minecraft:tripwire",0.00,0.00
"Minecraft","minecraft:tripwire_hook",0.00,0.00
"Minecraft","minecraft:tube_coral",0.00,0.00
"Minecraft","minecraft:tube_coral_block",1.50,6.00
"Minecraft","minecraft:tube_coral_fan",0.00,0.00
"Minecraft","minecraft:tube_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:tuff",3.00,6.00
"Minecraft","minecraft:turtle_egg",0.50,0.50
"Minecraft","minecraft:twisting_vines",0.00,0.00
"Minecraft","minecraft:twisting_vines_plant",0.00,0.00
"Minecraft","minecraft:verdant_froglight",0.30,0.30
"Minecraft","minecraft:vine",0.20,0.20
"Minecraft","minecraft:void_air",0.00,0.00
"Minecraft","minecraft:wall_torch",0.00,0.00
"Minecraft","minecraft:warped_button",0.50,0.50
"Minecraft","minecraft:warped_door",3.00,3.00
"Minecraft","minecraft:warped_fence",2.00,3.00
"Minecraft","minecraft:warped_fence_gate",2.00,3.00
"Minecraft","minecraft:warped_fungus",0.00,0.00
"Minecraft","minecraft:warped_hyphae",2.00,2.00
"Minecraft","minecraft:warped_nylium",0.40,0.40
"Minecraft","minecraft:warped_planks",2.00,3.00
"Minecraft","minecraft:warped_pressure_plate",0.50,0.50
"Minecraft","minecraft:warped_roots",0.00,0.00
"Minecraft","minecraft:warped_sign",1.00,1.00
"Minecraft","minecraft:warped_slab",2.00,3.00
"Minecraft","minecraft:warped_stairs",2.00,3.00
"Minecraft","minecraft:warped_stem",2.00,2.00
"Minecraft","minecraft:warped_trapdoor",3.00,3.00
"Minecraft","minecraft:warped_wall_sign",1.00,1.00
"Minecraft","minecraft:warped_wart_block",1.00,1.00
"Minecraft","minecraft:water",100.00,100.00
"Minecraft","minecraft:water_cauldron",2.00,2.00
"Minecraft","minecraft:waxed_copper_block",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_exposed_copper",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_copper",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_weathered_copper",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:weathered_copper",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:weeping_vines",0.00,0.00
"Minecraft","minecraft:weeping_vines_plant",0.00,0.00
"Minecraft","minecraft:wet_sponge",0.60,0.60
"Minecraft","minecraft:wheat",0.00,0.00
"Minecraft","minecraft:white_banner",1.00,1.00
"Minecraft","minecraft:white_bed",0.20,0.20
"Minecraft","minecraft:white_candle",0.10,0.10
"Minecraft","minecraft:white_candle_cake",0.50,0.50
"Minecraft","minecraft:white_carpet",0.10,0.10
"Minecraft","minecraft:white_concrete",1.80,1.80
"Minecraft","minecraft:white_concrete_powder",0.50,0.50
"Minecraft","minecraft:white_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:white_shulker_box",2.00,2.00
"Minecraft","minecraft:white_stained_glass",0.30,0.30
"Minecraft","minecraft:white_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:white_terracotta",1.25,4.20
"Minecraft","minecraft:white_tulip",0.00,0.00
"Minecraft","minecraft:white_wall_banner",1.00,1.00
"Minecraft","minecraft:white_wool",0.80,0.80
"Minecraft","minecraft:wither_rose",0.00,0.00
"Minecraft","minecraft:wither_skeleton_skull",1.00,1.00
"Minecraft","minecraft:wither_skeleton_wall_skull",1.00,1.00
"Minecraft","minecraft:yellow_banner",1.00,1.00
"Minecraft","minecraft:yellow_bed",0.20,0.20
"Minecraft","minecraft:yellow_candle",0.10,0.10
"Minecraft","minecraft:yellow_candle_cake",0.50,0.50
"Minecraft","minecraft:yellow_carpet",0.10,0.10
"Minecraft","minecraft:yellow_concrete",1.80,1.80
"Minecraft","minecraft:yellow_concrete_powder",0.50,0.50
"Minecraft","minecraft:yellow_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:yellow_shulker_box",2.00,2.00
"Minecraft","minecraft:yellow_stained_glass",0.30,0.30
"Minecraft","minecraft:yellow_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:yellow_terracotta",1.25,4.20
"Minecraft","minecraft:yellow_wall_banner",1.00,1.00
"Minecraft","minecraft:yellow_wool",0.80,0.80
"Minecraft","minecraft:zombie_head",1.00,1.00
"Minecraft","minecraft:zombie_wall_head",1.00,1.00
"Mowzie's Mobs","mowziesmobs:clawed_log",2.00,2.00
"Mowzie's Mobs","mowziesmobs:gong",3.00,3.00
"Mowzie's Mobs","mowziesmobs:gong_part",3.00,3.00
"Mowzie's Mobs","mowziesmobs:painted_acacia",2.00,3.00
"Mowzie's Mobs","mowziesmobs:painted_acacia_slab",2.00,3.00
"Mowzie's Mobs","mowziesmobs:raked_sand",0.50,0.50
"Mowzie's Mobs","mowziesmobs:red_raked_sand",0.50,0.50
"Mowzie's Mobs","mowziesmobs:thatch_block",0.50,0.50
"Ocean's Delight","oceansdelight:guardian_soup",0.50,6.00
"Pretty Pipes","prettypipes:crafting_terminal",3.00,3.00
"Pretty Pipes","prettypipes:item_terminal",3.00,3.00
"Pretty Pipes","prettypipes:pipe",2.00,2.00
"Pretty Pipes","prettypipes:pressurizer",3.00,3.00
"Puddles","puddles:puddle",100.00,100.00
"Quark","quark:acacia_bookshelf",1.50,1.50
"Quark","quark:acacia_chest",2.50,2.50
"Quark","quark:acacia_hedge",2.00,3.00
"Quark","quark:acacia_ladder",0.40,0.40
"Quark","quark:acacia_leaf_carpet",0.00,0.00
"Quark","quark:acacia_post",2.00,3.00
"Quark","quark:acacia_trapped_chest",2.50,2.50
"Quark","quark:acacia_vertical_slab",2.00,3.00
"Quark","quark:ancient_bookshelf",1.50,1.50
"Quark","quark:ancient_button",0.50,0.50
"Quark","quark:ancient_chest",2.50,2.50
"Quark","quark:ancient_door",3.00,3.00
"Quark","quark:ancient_fence",2.00,3.00
"Quark","quark:ancient_fence_gate",2.00,3.00
"Quark","quark:ancient_hedge",2.00,3.00
"Quark","quark:ancient_ladder",0.40,0.40
"Quark","quark:ancient_leaf_carpet",0.00,0.00
"Quark","quark:ancient_leaves",0.20,0.20
"Quark","quark:ancient_log",2.00,2.00
"Quark","quark:ancient_planks",2.00,3.00
"Quark","quark:ancient_planks_slab",2.00,3.00
"Quark","quark:ancient_planks_stairs",2.00,3.00
"Quark","quark:ancient_planks_vertical_slab",2.00,3.00
"Quark","quark:ancient_post",2.00,3.00
"Quark","quark:ancient_pressure_plate",0.50,0.50
"Quark","quark:ancient_sapling",0.00,0.00
"Quark","quark:ancient_sign",1.00,1.00
"Quark","quark:ancient_trapdoor",3.00,3.00
"Quark","quark:ancient_trapped_chest",2.50,2.50
"Quark","quark:ancient_wall_sign",1.00,1.00
"Quark","quark:ancient_wood",2.00,2.00
"Quark","quark:andesite_bricks",3.00,6.00
"Quark","quark:andesite_bricks_slab",3.00,6.00
"Quark","quark:andesite_bricks_stairs",3.00,6.00
"Quark","quark:andesite_bricks_vertical_slab",3.00,6.00
"Quark","quark:andesite_bricks_wall",3.00,6.00
"Quark","quark:andesite_pillar",3.00,6.00
"Quark","quark:andesite_vertical_slab",3.00,6.00
"Quark","quark:apple_crate",1.50,1.50
"Quark","quark:azalea_bookshelf",1.50,1.50
"Quark","quark:azalea_button",0.50,0.50
"Quark","quark:azalea_chest",2.50,2.50
"Quark","quark:azalea_door",3.00,3.00
"Quark","quark:azalea_fence",2.00,3.00
"Quark","quark:azalea_fence_gate",2.00,3.00
"Quark","quark:azalea_hedge",2.00,3.00
"Quark","quark:azalea_ladder",0.40,0.40
"Quark","quark:azalea_leaf_carpet",0.00,0.00
"Quark","quark:azalea_log",2.00,2.00
"Quark","quark:azalea_planks",2.00,3.00
"Quark","quark:azalea_planks_slab",2.00,3.00
"Quark","quark:azalea_planks_stairs",2.00,3.00
"Quark","quark:azalea_planks_vertical_slab",2.00,3.00
"Quark","quark:azalea_post",2.00,3.00
"Quark","quark:azalea_pressure_plate",0.50,0.50
"Quark","quark:azalea_sign",1.00,1.00
"Quark","quark:azalea_trapdoor",3.00,3.00
"Quark","quark:azalea_trapped_chest",2.50,2.50
"Quark","quark:azalea_wall_sign",1.00,1.00
"Quark","quark:azalea_wood",2.00,2.00
"Quark","quark:bamboo_block",0.50,0.50
"Quark","quark:bamboo_bookshelf",1.50,1.50
"Quark","quark:bamboo_button",0.50,0.50
"Quark","quark:bamboo_chest",2.50,2.50
"Quark","quark:bamboo_door",3.00,3.00
"Quark","quark:bamboo_fence",2.00,3.00
"Quark","quark:bamboo_fence_gate",2.00,3.00
"Quark","quark:bamboo_ladder",0.40,0.40
"Quark","quark:bamboo_mat",0.50,0.50
"Quark","quark:bamboo_mat_carpet",0.50,0.50
"Quark","quark:bamboo_mosaic",2.00,3.00
"Quark","quark:bamboo_planks",2.00,3.00
"Quark","quark:bamboo_planks_slab",2.00,3.00
"Quark","quark:bamboo_planks_stairs",2.00,3.00
"Quark","quark:bamboo_planks_vertical_slab",2.00,3.00
"Quark","quark:bamboo_post",2.00,3.00
"Quark","quark:bamboo_pressure_plate",0.50,0.50
"Quark","quark:bamboo_sign",1.00,1.00
"Quark","quark:bamboo_trapdoor",3.00,3.00
"Quark","quark:bamboo_trapped_chest",2.50,2.50
"Quark","quark:bamboo_wall_sign",1.00,1.00
"Quark","quark:beetroot_crate",1.50,1.50
"Quark","quark:berry_sack",0.50,0.50
"Quark","quark:birch_bookshelf",1.50,1.50
"Quark","quark:birch_chest",2.50,2.50
"Quark","quark:birch_hedge",2.00,3.00
"Quark","quark:birch_ladder",0.40,0.40
"Quark","quark:birch_leaf_carpet",0.00,0.00
"Quark","quark:birch_post",2.00,3.00
"Quark","quark:birch_trapped_chest",2.50,2.50
"Quark","quark:birch_vertical_slab",2.00,3.00
"Quark","quark:black_corundum",0.30,0.00
"Quark","quark:black_corundum_cluster",0.30,0.00
"Quark","quark:black_corundum_pane",0.30,0.00
"Quark","quark:black_crystal_lamp",0.30,0.00
"Quark","quark:black_framed_glass",3.00,10.00
"Quark","quark:black_framed_glass_pane",3.00,10.00
"Quark","quark:black_shingles",1.25,4.20
"Quark","quark:black_shingles_slab",1.25,4.20
"Quark","quark:black_shingles_stairs",1.25,4.20
"Quark","quark:black_shingles_vertical_slab",1.25,4.20
"Quark","quark:black_stool",0.20,0.20
"Quark","quark:blackstone_bricks",2.10,6.00
"Quark","quark:blackstone_bricks_slab",2.10,6.00
"Quark","quark:blackstone_bricks_stairs",2.10,6.00
"Quark","quark:blackstone_bricks_vertical_slab",2.10,6.00
"Quark","quark:blackstone_bricks_wall",2.10,6.00
"Quark","quark:blackstone_furnace",1.50,6.00
"Quark","quark:blackstone_vertical_slab",2.10,6.00
"Quark","quark:blaze_lantern",0.30,0.30
"Quark","quark:blossom_bookshelf",1.50,1.50
"Quark","quark:blossom_button",0.50,0.50
"Quark","quark:blossom_chest",2.50,2.50
"Quark","quark:blossom_door",3.00,3.00
"Quark","quark:blossom_fence",2.00,3.00
"Quark","quark:blossom_fence_gate",2.00,3.00
"Quark","quark:blossom_ladder",0.40,0.40
"Quark","quark:blossom_log",2.00,2.00
"Quark","quark:blossom_planks",2.00,3.00
"Quark","quark:blossom_planks_slab",2.00,3.00
"Quark","quark:blossom_planks_stairs",2.00,3.00
"Quark","quark:blossom_planks_vertical_slab",2.00,3.00
"Quark","quark:blossom_post",2.00,3.00
"Quark","quark:blossom_pressure_plate",0.50,0.50
"Quark","quark:blossom_sign",1.00,1.00
"Quark","quark:blossom_trapdoor",3.00,3.00
"Quark","quark:blossom_trapped_chest",2.50,2.50
"Quark","quark:blossom_wall_sign",1.00,1.00
"Quark","quark:blossom_wood",2.00,2.00
"Quark","quark:blue_blossom_hedge",2.00,3.00
"Quark","quark:blue_blossom_leaf_carpet",0.00,0.00
"Quark","quark:blue_blossom_leaves",0.20,0.20
"Quark","quark:blue_blossom_sapling",0.00,0.00
"Quark","quark:blue_corundum",0.30,0.00
"Quark","quark:blue_corundum_cluster",0.30,0.00
"Quark","quark:blue_corundum_pane",0.30,0.00
"Quark","quark:blue_crystal_lamp",0.30,0.00
"Quark","quark:blue_framed_glass",3.00,10.00
"Quark","quark:blue_framed_glass_pane",3.00,10.00
"Quark","quark:blue_nether_bricks",2.00,6.00
"Quark","quark:blue_nether_bricks_slab",2.00,6.00
"Quark","quark:blue_nether_bricks_stairs",2.00,6.00
"Quark","quark:blue_nether_bricks_vertical_slab",2.00,6.00
"Quark","quark:blue_nether_bricks_wall",2.00,6.00
"Quark","quark:blue_shingles",1.25,4.20
"Quark","quark:blue_shingles_slab",1.25,4.20
"Quark","quark:blue_shingles_stairs",1.25,4.20
"Quark","quark:blue_shingles_vertical_slab",1.25,4.20
"Quark","quark:blue_stool",0.20,0.20
"Quark","quark:bonded_leather",0.40,0.40
"Quark","quark:bonded_rabbit_hide",0.40,0.40
"Quark","quark:bonded_ravager_hide",1.00,1.00
"Quark","quark:brick_vertical_slab",2.00,6.00
"Quark","quark:brown_framed_glass",3.00,10.00
"Quark","quark:brown_framed_glass_pane",3.00,10.00
"Quark","quark:brown_shingles",1.25,4.20
"Quark","quark:brown_shingles_slab",1.25,4.20
"Quark","quark:brown_shingles_stairs",1.25,4.20
"Quark","quark:brown_shingles_vertical_slab",1.25,4.20
"Quark","quark:brown_stool",0.20,0.20
"Quark","quark:cactus_block",0.50,0.50
"Quark","quark:calcite_bricks",1.50,6.00
"Quark","quark:calcite_bricks_slab",1.50,6.00
"Quark","quark:calcite_bricks_stairs",1.50,6.00
"Quark","quark:calcite_bricks_vertical_slab",1.50,6.00
"Quark","quark:calcite_bricks_wall",1.50,6.00
"Quark","quark:calcite_pillar",1.50,6.00
"Quark","quark:calcite_slab",0.75,0.75
"Quark","quark:calcite_stairs",0.75,0.75
"Quark","quark:calcite_vertical_slab",0.75,0.75
"Quark","quark:calcite_wall",0.75,0.75
"Quark","quark:carrot_crate",1.50,1.50
"Quark","quark:carved_mud_bricks",1.50,3.00
"Quark","quark:charcoal_block",5.00,10.00
"Quark","quark:chiseled_andesite_bricks",3.00,6.00
"Quark","quark:chiseled_calcite_bricks",1.50,6.00
"Quark","quark:chiseled_diorite_bricks",2.50,6.00
"Quark","quark:chiseled_dripstone_bricks",1.50,6.00
"Quark","quark:chiseled_granite_bricks",2.00,6.00
"Quark","quark:chiseled_jasper_bricks",1.80,6.00
"Quark","quark:chiseled_limestone_bricks",1.00,6.00
"Quark","quark:chiseled_myalite_bricks",1.50,6.00
"Quark","quark:chiseled_shale_bricks",0.75,6.00
"Quark","quark:chiseled_soul_sandstone",0.80,0.80
"Quark","quark:chiseled_tuff_bricks",3.00,6.00
"Quark","quark:chorus_fruit_block",0.50,0.50
"Quark","quark:chorus_twist",0.00,0.00
"Quark","quark:chorus_weeds",0.00,0.00
"Quark","quark:chute",2.50,2.50
"Quark","quark:cloud",0.00,0.00
"Quark","quark:cobbled_deepslate_vertical_slab",4.50,6.00
"Quark","quark:cobblestone_bricks",2.00,6.00
"Quark","quark:cobblestone_bricks_slab",2.00,6.00
"Quark","quark:cobblestone_bricks_stairs",2.00,6.00
"Quark","quark:cobblestone_bricks_vertical_slab",2.00,6.00
"Quark","quark:cobblestone_bricks_wall",2.00,6.00
"Quark","quark:cobblestone_vertical_slab",2.00,6.00
"Quark","quark:cocoa_beans_sack",0.50,0.50
"Quark","quark:crate",2.50,2.50
"Quark","quark:crimson_bookshelf",1.50,1.50
"Quark","quark:crimson_chest",2.50,2.50
"Quark","quark:crimson_ladder",0.40,0.40
"Quark","quark:crimson_post",2.00,3.00
"Quark","quark:crimson_trapped_chest",2.50,2.50
"Quark","quark:crimson_vertical_slab",2.00,3.00
"Quark","quark:cut_copper_vertical_slab",3.00,6.00
"Quark","quark:cut_red_sandstone_vertical_slab",2.00,6.00
"Quark","quark:cut_sandstone_vertical_slab",2.00,6.00
"Quark","quark:cut_soul_sandstone",0.80,0.80
"Quark","quark:cut_soul_sandstone_slab",0.80,0.80
"Quark","quark:cut_soul_sandstone_vertical_slab",0.80,0.80
"Quark","quark:cut_vine",0.20,0.20
"Quark","quark:cyan_framed_glass",3.00,10.00
"Quark","quark:cyan_framed_glass_pane",3.00,10.00
"Quark","quark:cyan_shingles",1.25,4.20
"Quark","quark:cyan_shingles_slab",1.25,4.20
"Quark","quark:cyan_shingles_stairs",1.25,4.20
"Quark","quark:cyan_shingles_vertical_slab",1.25,4.20
"Quark","quark:cyan_stool",0.20,0.20
"Quark","quark:dark_oak_bookshelf",1.50,1.50
"Quark","quark:dark_oak_chest",2.50,2.50
"Quark","quark:dark_oak_hedge",2.00,3.00
"Quark","quark:dark_oak_ladder",0.40,0.40
"Quark","quark:dark_oak_leaf_carpet",0.00,0.00
"Quark","quark:dark_oak_post",2.00,3.00
"Quark","quark:dark_oak_trapped_chest",2.50,2.50
"Quark","quark:dark_oak_vertical_slab",2.00,3.00
"Quark","quark:dark_prismarine_vertical_slab",1.50,6.00
"Quark","quark:deepslate_brick_vertical_slab",4.50,6.00
"Quark","quark:deepslate_furnace",3.00,6.00
"Quark","quark:deepslate_tile_vertical_slab",4.50,6.00
"Quark","quark:diorite_bricks",2.50,6.00
"Quark","quark:diorite_bricks_slab",2.50,6.00
"Quark","quark:diorite_bricks_stairs",2.50,6.00
"Quark","quark:diorite_bricks_vertical_slab",2.50,6.00
"Quark","quark:diorite_bricks_wall",2.50,6.00
"Quark","quark:diorite_pillar",2.50,6.00
"Quark","quark:diorite_vertical_slab",2.50,6.00
"Quark","quark:dirt_bricks",0.50,0.50
"Quark","quark:dirt_bricks_slab",0.50,0.50
"Quark","quark:dirt_bricks_stairs",0.50,0.50
"Quark","quark:dirt_bricks_vertical_slab",0.50,0.50
"Quark","quark:dirt_bricks_wall",0.50,0.50
"Quark","quark:dirty_glass",0.30,0.30
"Quark","quark:dirty_glass_pane",0.30,0.30
"Quark","quark:dripstone_block_slab",1.50,1.00
"Quark","quark:dripstone_block_stairs",1.50,1.00
"Quark","quark:dripstone_block_vertical_slab",1.50,1.00
"Quark","quark:dripstone_block_wall",1.50,1.00
"Quark","quark:dripstone_bricks",1.50,6.00
