"ID","Name","Description","Parent"
"tconstruct:smeltery/melter","[Basic Meltery]","Make a basic melting setup with a melter, a heater or tank, a casting basin, a casting table, and a faucet","tconstruct:smeltery/puny_smelting"
"tconstruct:smeltery/mighty_smelting","[Smelting 201]","Craft the guidebook into the smeltery, mighty smelting","tconstruct:smeltery/melter"
"tconstruct:smeltery/puny_smelting","[Smeltery Recruit]","Craft the guidebook puny smelting","tconstruct:tools/materials_and_you"
"tconstruct:smeltery/sand_casting","[Sand Casting]","Make a basic disposable casts out of sand","tconstruct:smeltery/melter"
"tconstruct:smeltery/structure","[The Mighty Smeltery]","Craft a smeltery controller from casting molten copper, build a smeltery, and open the smeltery UI","tconstruct:smeltery/mighty_smelting"
"tconstruct:smeltery/tinkers_anvil","[Advanced Tool Making]","Craft a Tinker's Anvil using alloys from the smeltery!","tconstruct:smeltery/structure"
"tconstruct:smeltery/tool_forge","[Tool Forge]","Forge one of every broad tool in the anvil","tconstruct:smeltery/tinkers_anvil"
"tconstruct:tools/make_part","[Tool Parts]","Create your first tool part using a pattern and some material in the part builder","tconstruct:tools/part_builder"
"tconstruct:tools/material_master","[Material Master]","Use each default material at least once","tconstruct:tools/netherite_tier"
"tconstruct:tools/materials_and_you","[Tinker In Training]","Craft Materials and You, the introduction book into Tinkers' Construct","-"
"tconstruct:tools/modified","[Modification]","Apply a modifier to a tinker tool","tconstruct:tools/tinker_tool"
"tconstruct:tools/netherite_tier","[Netherite Tier]","Create a tool with the netherite mining tier","tconstruct:tools/tinker_tool"
"tconstruct:tools/one_shot","[One Shot]","Create a melee weapon that can unconditionally kill any common monsters in a single non-critical attack (21 flat damage or more)","tconstruct:tools/tinker_tool"
"tconstruct:tools/part_builder","[Part Builder]","Create a part builder, your first step to making tools","tconstruct:tools/materials_and_you"
"tconstruct:tools/perfect_aim","[Perfect Aim]","Create a bow with 1.0 accuracy","tconstruct:tools/tinker_tool"
"tconstruct:tools/tinker_station","[Tinker Station]","Create a tinker station to combine parts into tools","tconstruct:tools/part_builder"
"tconstruct:tools/tinker_tool","[Novice Tinker]","Create a your first tinker tool","tconstruct:tools/tinker_station"
"tconstruct:tools/tool_smith","[Tool Smith]","Create one of every default small tool","tconstruct:tools/tinker_tool"
"tconstruct:tools/travelers_gear","[Traveler]","Craft a full set of traveler's gear","tconstruct:tools/tinker_station"
"tconstruct:tools/upgrade_slots","[All the Upgrades]","Give a tool 6 more upgrade slots using writable, recapitated, harmonious, resurrected, and gilded","tconstruct:tools/modified"
"tconstruct:world/blood_island","[Blood Island]","Locate a blood island in the nether lava ocean","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/clay_island","[Clay Island]","Locate a clay island in the sky","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/earth_island","[Earthslime Island]","Locate an earthslime island in the ocean","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/ender_island","[Enderslime Island]","Locate an enderslime island in the end outer islands","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/piggybackpack","[Pig Piggyback]","Pick up a pig with a piggybackpack","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/sky_island","[Skyslime Island]","Locate a skyslime island in the sky","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/slime_collector","[Slime Collector]","Obtain all 5 types of slime","tconstruct:world/tinkers_gadgetry"
"tconstruct:world/slimeskull","[Skull Collector]","Craft every type of slimeskull","tconstruct:world/slimesuit"
"tconstruct:world/slimesuit","[Slimesuit]","Create a full slimesuit","tconstruct:world/ender_island"
"tconstruct:world/tinkers_gadgetry","[Tinker's Gadgetry]","Craft Tinker's Gadgetry to begin exploring the world","tconstruct:tools/materials_and_you"
"unusualend:a_tasty_armor","[A Tasty Armor]","Obtain a Chorus Helmet","unusualend:i_am_the_cure"
"unusualend:ancient_wisdom","[Ancient Wisdom]","Obtain an Ancient Shard","unusualend:remains_of_the_past"
"unusualend:beam_me_up_stewy","[Beam Me Up, Stewy !]","Come back to the Overworld using a Wandering Stew","minecraft:end/enter_end_gateway"
"unusualend:bigger_on_the_inside","[It's Bigger On the Inside !]","Use a Purpur Tank to store more items in a smaller space","minecraft:end/kill_dragon"
"unusualend:bolok_in_nether","[Same Mistakes Again]","Bring a Bolok to the Nether with a Bucket","unusualend:trade_with_bolok"
"unusualend:forced_social_distancing","[Forced Social Distancing]","Protect yourself using an End Blob Shield","minecraft:adventure/root"
"unusualend:get_endermite_egg","[Eggstraordinary]","Obtain an Endermite Egg","minecraft:end/enter_end_gateway"
"unusualend:give_bolok_crystal","[Can He Do That ?]","Give a Shiny Crystal to a Bolok","unusualend:trade_with_bolok"
"unusualend:gotta_catch_em_all","[Gotta Catch 'Em All !]","Capture an Endstone Trapper in an Endstone Block","unusualend:its_a_trap"
"unusualend:hyperspace_jump","[Hyperspace Jump]","Use a Gilded Pearl on a Teleportation Anchor","minecraft:nether/use_lodestone"
"unusualend:i_am_the_cure","[I Am The Cure]","Drink Chorus Juice","unusualend:local_food"
"unusualend:its_a_trap","[It's A Trap !]","Encounter an Endstone Trapper","minecraft:end/kill_dragon"
"unusualend:local_food","[Local Food]","Eat a Chorus Fruit","minecraft:end/enter_end_gateway"
"unusualend:remains_of_the_past","[Remains Of The Past]","Fight what the former inhabitants have left","minecraft:end/find_end_city"
"unusualend:the_power_of_ultra_instinct","[The Power Of Ultra Instinct]","Dodge an attack by wearing a Chorus Helmet","unusualend:a_tasty_armor"
"unusualend:trade_with_bolok","[Fishy Alchemy]","Give a Bolok something to transform","minecraft:end/enter_end_gateway"
"unusualend:use_bolok_boots","[The Bolok Way]","Use Bolok Scale Boots at low HP & high Armor to embrace your inner Bolok","unusualend:trade_with_bolok"
"unusualend:we_have_a_problem","[Houston, We Have A Problem]","Break your elytras at the wrong time","minecraft:end/elytra"
"unusualend:worse_than_death","[Almost Worse Than Death]","Use the Void Totem to save your life","minecraft:adventure/totem_of_undying"
"unusualend:you_but_stronger","[I'm You, But Stronger]","Obtain a Wandering Pearl, a cooler and safer counterpart to the Ender Pearl","unusualend:local_food"
"upgrade_aquatic:adventure/kill_great_thrasher","[Gonna Need a Bigger Boat]","Kill the Great Thrasher","upgrade_aquatic:adventure/tooth_fairy"
"upgrade_aquatic:adventure/sleep_underwater","[Sleepin' with the Fishes]","Use a Bedroll underwater","minecraft:adventure/sleep_in_bed"
"upgrade_aquatic:adventure/tooth_fairy","[Tooth Fairy]","Collect the teeth of the Thrasher, an ancient horror that lurks deep in cold waters","minecraft:adventure/kill_a_mob"
"upgrade_aquatic:adventure/unethical_dentistry","[Unethical Dentistry]","Place any block made of Thrasher teeth","upgrade_aquatic:adventure/tooth_fairy"
"upgrade_aquatic:husbandry/collect_all_pike","[Pike World Tour]","Collect every variant of Pike in a bucket","minecraft:husbandry/tactical_fishing"
"upgrade_aquatic:husbandry/eat_pickerelweed","[Legal in Most States]","Smoke and eat Boiled Pickerelweed to regain water bubbles","minecraft:husbandry/root"
"upgrade_aquatic:nether/sleepless_slave","[Sleepless Slave]","Create a Flare by afflicting a Phantom with insomnia","minecraft:nether/brew_potion"
"upgrade_aquatic:nether/vibe_check","[Vibe Check]","Brew a Lionfish into a Potion of Repellence and invert it with a Spider Eye for a Potion of Vibing","minecraft:nether/brew_potion"
